,lion,adafactor,adamw,adam-mini,sgd,adam
lion,0.0,0.392578125,20.54541015625,0.2744140625,0.0,20.54541015625
adafactor,0.392578125,0.0,20.15283203125,0.1181640625,0.392578125,20.15283203125
adamw,20.54541015625,20.15283203125,0.0,20.27099609375,20.54541015625,0.0
adam-mini,0.2744140625,0.1181640625,20.27099609375,0.0,0.2744140625,20.27099609375
sgd,0.0,0.392578125,20.54541015625,0.2744140625,0.0,20.54541015625
adam,20.54541015625,20.15283203125,0.0,20.27099609375,20.54541015625,0.0
