"Step","ViT-Tiny_cifar100_lion_512 - time_total/seconds","ViT-Tiny_cifar100_lion_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_lion_512 - time_total/seconds__MAX","ViT-Tiny_cifar100_adafactor_512 - time_total/seconds","ViT-Tiny_cifar100_adafactor_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_adafactor_512 - time_total/seconds__MAX","ViT-Tiny_cifar100_adamw_512 - time_total/seconds","ViT-Tiny_cifar100_adamw_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_adamw_512 - time_total/seconds__MAX","ViT-Tiny_cifar100_adam-mini_512 - time_total/seconds","ViT-Tiny_cifar100_adam-mini_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_adam-mini_512 - time_total/seconds__MAX","ViT-Tiny_cifar100_sgd_512 - time_total/seconds","ViT-Tiny_cifar100_sgd_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_sgd_512 - time_total/seconds__MAX","ViT-Tiny_cifar100_adam_512 - time_total/seconds","ViT-Tiny_cifar100_adam_512 - time_total/seconds__MIN","ViT-Tiny_cifar100_adam_512 - time_total/seconds__MAX"
"10","4.42452073097229","4.42452073097229","4.42452073097229","4.84572172164917","4.84572172164917","4.84572172164917","4.287416458129883","4.287416458129883","4.287416458129883","4.462209701538086","4.462209701538086","4.462209701538086","4.263288259506226","4.263288259506226","4.263288259506226","4.353518009185791","4.353518009185791","4.353518009185791"
"11","4.420446157455444","4.420446157455444","4.420446157455444","4.855738162994385","4.855738162994385","4.855738162994385","4.28272557258606","4.28272557258606","4.28272557258606","4.464294910430908","4.464294910430908","4.464294910430908","4.154824256896973","4.154824256896973","4.154824256896973","4.368643045425415","4.368643045425415","4.368643045425415"
"12","4.421908140182495","4.421908140182495","4.421908140182495","4.854605197906494","4.854605197906494","4.854605197906494","4.289060592651367","4.289060592651367","4.289060592651367","4.471836805343628","4.471836805343628","4.471836805343628","4.167285442352295","4.167285442352295","4.167285442352295","4.366054534912109","4.366054534912109","4.366054534912109"
"13","4.426069498062134","4.426069498062134","4.426069498062134","4.777517080307007","4.777517080307007","4.777517080307007","4.28756046295166","4.28756046295166","4.28756046295166","4.464286804199219","4.464286804199219","4.464286804199219","4.2648561000823975","4.2648561000823975","4.2648561000823975","4.360805511474609","4.360805511474609","4.360805511474609"
"14","4.420400381088257","4.420400381088257","4.420400381088257","4.766158103942871","4.766158103942871","4.766158103942871","4.299846887588501","4.299846887588501","4.299846887588501","4.4640467166900635","4.4640467166900635","4.4640467166900635","4.2745301723480225","4.2745301723480225","4.2745301723480225","4.357827425003052","4.357827425003052","4.357827425003052"
"15","4.427774906158447","4.427774906158447","4.427774906158447","4.775007009506226","4.775007009506226","4.775007009506226","4.295101881027222","4.295101881027222","4.295101881027222","4.363896131515503","4.363896131515503","4.363896131515503","4.288426399230957","4.288426399230957","4.288426399230957","4.376166105270386","4.376166105270386","4.376166105270386"
"16","4.427533149719238","4.427533149719238","4.427533149719238","4.7705161571502686","4.7705161571502686","4.7705161571502686","4.292599439620972","4.292599439620972","4.292599439620972","4.34958028793335","4.34958028793335","4.34958028793335","4.280213117599487","4.280213117599487","4.280213117599487","4.352787971496582","4.352787971496582","4.352787971496582"
"17","4.420932054519653","4.420932054519653","4.420932054519653","4.773310899734497","4.773310899734497","4.773310899734497","4.192932367324829","4.192932367324829","4.192932367324829","4.360107183456421","4.360107183456421","4.360107183456421","4.268591642379761","4.268591642379761","4.268591642379761","4.328572034835815","4.328572034835815","4.328572034835815"
"18","4.423570394515991","4.423570394515991","4.423570394515991","4.776947498321533","4.776947498321533","4.776947498321533","4.187325954437256","4.187325954437256","4.187325954437256","4.369043588638306","4.369043588638306","4.369043588638306","4.3571484088897705","4.3571484088897705","4.3571484088897705","4.332423686981201","4.332423686981201","4.332423686981201"
"19","4.428850173950195","4.428850173950195","4.428850173950195","4.775771141052246","4.775771141052246","4.775771141052246","4.242045640945435","4.242045640945435","4.242045640945435","4.480455160140991","4.480455160140991","4.480455160140991","4.3383848667144775","4.3383848667144775","4.3383848667144775","4.362595558166504","4.362595558166504","4.362595558166504"
"20","4.323038578033447","4.323038578033447","4.323038578033447","4.796929597854614","4.796929597854614","4.796929597854614","4.309795379638672","4.309795379638672","4.309795379638672","4.4826743602752686","4.4826743602752686","4.4826743602752686","4.297395944595337","4.297395944595337","4.297395944595337","4.337896108627319","4.337896108627319","4.337896108627319"
"21","4.315223217010498","4.315223217010498","4.315223217010498","4.863206386566162","4.863206386566162","4.863206386566162","4.3048388957977295","4.3048388957977295","4.3048388957977295","4.47373366355896","4.47373366355896","4.47373366355896","4.188953399658203","4.188953399658203","4.188953399658203","4.300735950469971","4.300735950469971","4.300735950469971"
"22","4.306777238845825","4.306777238845825","4.306777238845825","4.855867862701416","4.855867862701416","4.855867862701416","4.306389093399048","4.306389093399048","4.306389093399048","4.471391201019287","4.471391201019287","4.471391201019287","4.177407741546631","4.177407741546631","4.177407741546631","4.279860973358154","4.279860973358154","4.279860973358154"
"23","4.437204837799072","4.437204837799072","4.437204837799072","4.847574710845947","4.847574710845947","4.847574710845947","4.30725359916687","4.30725359916687","4.30725359916687","4.468871831893921","4.468871831893921","4.468871831893921","4.1710405349731445","4.1710405349731445","4.1710405349731445","4.29851508140564","4.29851508140564","4.29851508140564"
"24","4.430572986602783","4.430572986602783","4.430572986602783","4.863182544708252","4.863182544708252","4.863182544708252","4.304789781570435","4.304789781570435","4.304789781570435","4.464991569519043","4.464991569519043","4.464991569519043","4.331708669662476","4.331708669662476","4.331708669662476","4.342859983444214","4.342859983444214","4.342859983444214"
"25","4.419363021850586","4.419363021850586","4.419363021850586","4.852429628372192","4.852429628372192","4.852429628372192","4.301865339279175","4.301865339279175","4.301865339279175","4.466203927993774","4.466203927993774","4.466203927993774","4.286545753479004","4.286545753479004","4.286545753479004","4.367253303527832","4.367253303527832","4.367253303527832"
"26","4.423484563827515","4.423484563827515","4.423484563827515","4.870537757873535","4.870537757873535","4.870537757873535","4.310681581497192","4.310681581497192","4.310681581497192","4.478805065155029","4.478805065155029","4.478805065155029","4.282247066497803","4.282247066497803","4.282247066497803","4.363571882247925","4.363571882247925","4.363571882247925"
"27","4.419226169586182","4.419226169586182","4.419226169586182","4.862732172012329","4.862732172012329","4.862732172012329","4.30961537361145","4.30961537361145","4.30961537361145","4.470285415649414","4.470285415649414","4.470285415649414","4.291236400604248","4.291236400604248","4.291236400604248","4.354120969772339","4.354120969772339","4.354120969772339"
"28","4.423932313919067","4.423932313919067","4.423932313919067","4.854593992233276","4.854593992233276","4.854593992233276","4.304038047790527","4.304038047790527","4.304038047790527","4.470338344573975","4.470338344573975","4.470338344573975","4.285563230514526","4.285563230514526","4.285563230514526","4.3610923290252686","4.3610923290252686","4.3610923290252686"
"29","4.423229932785034","4.423229932785034","4.423229932785034","4.860467195510864","4.860467195510864","4.860467195510864","4.3133018016815186","4.3133018016815186","4.3133018016815186","4.471740484237671","4.471740484237671","4.471740484237671","4.18595814704895","4.18595814704895","4.18595814704895","4.409331798553467","4.409331798553467","4.409331798553467"
"30","4.433003664016724","4.433003664016724","4.433003664016724","4.853693008422852","4.853693008422852","4.853693008422852","4.227350234985352","4.227350234985352","4.227350234985352","4.46803617477417","4.46803617477417","4.46803617477417","4.175960540771484","4.175960540771484","4.175960540771484","4.35106348991394","4.35106348991394","4.35106348991394"
"31","4.4239137172698975","4.4239137172698975","4.4239137172698975","4.843896389007568","4.843896389007568","4.843896389007568","4.200438022613525","4.200438022613525","4.200438022613525","4.469211578369141","4.469211578369141","4.469211578369141","4.183293104171753","4.183293104171753","4.183293104171753","4.277913570404053","4.277913570404053","4.277913570404053"
"32","4.424400806427002","4.424400806427002","4.424400806427002","4.871119499206543","4.871119499206543","4.871119499206543","4.2061402797698975","4.2061402797698975","4.2061402797698975","4.476639032363892","4.476639032363892","4.476639032363892","4.2804114818573","4.2804114818573","4.2804114818573","4.246879816055298","4.246879816055298","4.246879816055298"
"33","4.4311933517456055","4.4311933517456055","4.4311933517456055","4.869300603866577","4.869300603866577","4.869300603866577","4.322381258010864","4.322381258010864","4.322381258010864","4.47735333442688","4.47735333442688","4.47735333442688","4.289987802505493","4.289987802505493","4.289987802505493","4.2547385692596436","4.2547385692596436","4.2547385692596436"
"34","4.442293167114258","4.442293167114258","4.442293167114258","4.869192361831665","4.869192361831665","4.869192361831665","4.319966554641724","4.319966554641724","4.319966554641724","4.474831581115723","4.474831581115723","4.474831581115723","4.293649673461914","4.293649673461914","4.293649673461914","4.296100378036499","4.296100378036499","4.296100378036499"
"35","4.421390056610107","4.421390056610107","4.421390056610107","4.8555588722229","4.8555588722229","4.8555588722229","4.312506437301636","4.312506437301636","4.312506437301636","4.353020906448364","4.353020906448364","4.353020906448364","4.288716793060303","4.288716793060303","4.288716793060303","4.421172142028809","4.421172142028809","4.421172142028809"
"36","4.427742004394531","4.427742004394531","4.427742004394531","4.862746000289917","4.862746000289917","4.862746000289917","4.314725399017334","4.314725399017334","4.314725399017334","4.354405164718628","4.354405164718628","4.354405164718628","4.2910497188568115","4.2910497188568115","4.2910497188568115","4.36141037940979","4.36141037940979","4.36141037940979"
"37","4.3143205642700195","4.3143205642700195","4.3143205642700195","4.861161231994629","4.861161231994629","4.861161231994629","4.314771890640259","4.314771890640259","4.314771890640259","4.365840673446655","4.365840673446655","4.365840673446655","4.297251462936401","4.297251462936401","4.297251462936401","4.36204195022583","4.36204195022583","4.36204195022583"
"38","4.322722911834717","4.322722911834717","4.322722911834717","4.857270956039429","4.857270956039429","4.857270956039429","4.309643983840942","4.309643983840942","4.309643983840942","4.470499753952026","4.470499753952026","4.470499753952026","4.291588068008423","4.291588068008423","4.291588068008423","4.376350402832031","4.376350402832031","4.376350402832031"
"39","4.319668531417847","4.319668531417847","4.319668531417847","4.855188846588135","4.855188846588135","4.855188846588135","4.3108720779418945","4.3108720779418945","4.3108720779418945","4.460708379745483","4.460708379745483","4.460708379745483","4.28580117225647","4.28580117225647","4.28580117225647","4.362687826156616","4.362687826156616","4.362687826156616"
"40","4.487774848937988","4.487774848937988","4.487774848937988","4.843867063522339","4.843867063522339","4.843867063522339","4.312991142272949","4.312991142272949","4.312991142272949","4.53664493560791","4.53664493560791","4.53664493560791","4.248137474060059","4.248137474060059","4.248137474060059","4.36955714225769","4.36955714225769","4.36955714225769"
"41","4.496875047683716","4.496875047683716","4.496875047683716","4.853281021118164","4.853281021118164","4.853281021118164","4.3209068775177","4.3209068775177","4.3209068775177","4.538965463638306","4.538965463638306","4.538965463638306","4.175553798675537","4.175553798675537","4.175553798675537","4.361125469207764","4.361125469207764","4.361125469207764"
"42","4.483729362487793","4.483729362487793","4.483729362487793","4.789613723754883","4.789613723754883","4.789613723754883","4.263686180114746","4.263686180114746","4.263686180114746","4.527337312698364","4.527337312698364","4.527337312698364","4.188003778457642","4.188003778457642","4.188003778457642","4.36720871925354","4.36720871925354","4.36720871925354"
"43","4.480103969573975","4.480103969573975","4.480103969573975","4.889807224273682","4.889807224273682","4.889807224273682","4.208239793777466","4.208239793777466","4.208239793777466","4.523982524871826","4.523982524871826","4.523982524871826","4.2936787605285645","4.2936787605285645","4.2936787605285645","4.252145767211914","4.252145767211914","4.252145767211914"
"44","4.433828353881836","4.433828353881836","4.433828353881836","4.900269031524658","4.900269031524658","4.900269031524658","4.2758097648620605","4.2758097648620605","4.2758097648620605","4.549804925918579","4.549804925918579","4.549804925918579","4.292693614959717","4.292693614959717","4.292693614959717","4.255208492279053","4.255208492279053","4.255208492279053"
"45","4.4186179637908936","4.4186179637908936","4.4186179637908936","4.899160385131836","4.899160385131836","4.899160385131836","4.307265996932983","4.307265996932983","4.307265996932983","4.521785020828247","4.521785020828247","4.521785020828247","4.288964748382568","4.288964748382568","4.288964748382568","4.259967088699341","4.259967088699341","4.259967088699341"
"46","4.4244184494018555","4.4244184494018555","4.4244184494018555","4.889496326446533","4.889496326446533","4.889496326446533","4.313195466995239","4.313195466995239","4.313195466995239","4.468250036239624","4.468250036239624","4.468250036239624","4.293350696563721","4.293350696563721","4.293350696563721","4.378820896148682","4.378820896148682","4.378820896148682"
"47","4.424691915512085","4.424691915512085","4.424691915512085","4.893709421157837","4.893709421157837","4.893709421157837","4.313792705535889","4.313792705535889","4.313792705535889","4.477482557296753","4.477482557296753","4.477482557296753","4.295698404312134","4.295698404312134","4.295698404312134","4.368287563323975","4.368287563323975","4.368287563323975"
"48","4.4274961948394775","4.4274961948394775","4.4274961948394775","4.877430438995361","4.877430438995361","4.877430438995361","4.378842830657959","4.378842830657959","4.378842830657959","4.3628458976745605","4.3628458976745605","4.3628458976745605","4.288497686386108","4.288497686386108","4.288497686386108","4.368075847625732","4.368075847625732","4.368075847625732"
"49","4.430848598480225","4.430848598480225","4.430848598480225","4.869841575622559","4.869841575622559","4.869841575622559","4.376157760620117","4.376157760620117","4.376157760620117","4.360254764556885","4.360254764556885","4.360254764556885","4.2916998863220215","4.2916998863220215","4.2916998863220215","4.361624240875244","4.361624240875244","4.361624240875244"
"50","4.307361364364624","4.307361364364624","4.307361364364624","4.855942249298096","4.855942249298096","4.855942249298096","4.369395017623901","4.369395017623901","4.369395017623901","4.355387926101685","4.355387926101685","4.355387926101685","4.294461727142334","4.294461727142334","4.294461727142334","4.3716795444488525","4.3716795444488525","4.3716795444488525"
"51","4.317264795303345","4.317264795303345","4.317264795303345","4.8541810512542725","4.8541810512542725","4.8541810512542725","4.378919363021851","4.378919363021851","4.378919363021851","4.468472480773926","4.468472480773926","4.468472480773926","4.241575479507446","4.241575479507446","4.241575479507446","4.364246606826782","4.364246606826782","4.364246606826782"
"52","","","","4.85692286491394","4.85692286491394","4.85692286491394","4.348608732223511","4.348608732223511","4.348608732223511","4.476248502731323","4.476248502731323","4.476248502731323","4.248234748840332","4.248234748840332","4.248234748840332","4.362869501113892","4.362869501113892","4.362869501113892"
"53","","","","4.849910497665405","4.849910497665405","4.849910497665405","4.278961896896362","4.278961896896362","4.278961896896362","4.47417950630188","4.47417950630188","4.47417950630188","4.23558497428894","4.23558497428894","4.23558497428894","4.362763404846191","4.362763404846191","4.362763404846191"
"54","","","","4.852878093719482","4.852878093719482","4.852878093719482","4.206854820251465","4.206854820251465","4.206854820251465","4.475635051727295","4.475635051727295","4.475635051727295","4.238786458969116","4.238786458969116","4.238786458969116","4.369149208068848","4.369149208068848","4.369149208068848"
"55","","","","4.852968692779541","4.852968692779541","4.852968692779541","4.314808130264282","4.314808130264282","4.314808130264282","4.469787120819092","4.469787120819092","4.469787120819092","4.292530536651611","4.292530536651611","4.292530536651611","4.3664069175720215","4.3664069175720215","4.3664069175720215"
"56","","","","4.858147382736206","4.858147382736206","4.858147382736206","4.323986768722534","4.323986768722534","4.323986768722534","4.4819395542144775","4.4819395542144775","4.4819395542144775","4.289172172546387","4.289172172546387","4.289172172546387","4.3652260303497314","4.3652260303497314","4.3652260303497314"
"57","","","","4.852827548980713","4.852827548980713","4.852827548980713","4.318882465362549","4.318882465362549","4.318882465362549","4.4697816371917725","4.4697816371917725","4.4697816371917725","4.287993907928467","4.287993907928467","4.287993907928467","4.355897665023804","4.355897665023804","4.355897665023804"
"58","","","","4.858132600784302","4.858132600784302","4.858132600784302","4.313660383224487","4.313660383224487","4.313660383224487","4.474162817001343","4.474162817001343","4.474162817001343","4.29328727722168","4.29328727722168","4.29328727722168","4.277086019515991","4.277086019515991","4.277086019515991"
"59","","","","4.851616382598877","4.851616382598877","4.851616382598877","4.313225984573364","4.313225984573364","4.313225984573364","4.465270042419434","4.465270042419434","4.465270042419434","4.293318510055542","4.293318510055542","4.293318510055542","4.248757600784302","4.248757600784302","4.248757600784302"
"60","","","","4.858225584030151","4.858225584030151","4.858225584030151","4.323227643966675","4.323227643966675","4.323227643966675","","","","4.296034574508667","4.296034574508667","4.296034574508667","4.24427604675293","4.24427604675293","4.24427604675293"
"61","","","","4.866424083709717","4.866424083709717","4.866424083709717","4.311211585998535","4.311211585998535","4.311211585998535","","","","4.242016077041626","4.242016077041626","4.242016077041626","","",""
"62","","","","4.865582704544067","4.865582704544067","4.865582704544067","4.315670728683472","4.315670728683472","4.315670728683472","","","","4.239264726638794","4.239264726638794","4.239264726638794","","",""
"63","","","","4.868759870529175","4.868759870529175","4.868759870529175","","","","","","","4.243252277374268","4.243252277374268","4.243252277374268","","",""
"64","","","","","","","","","","","","","4.307892322540283","4.307892322540283","4.307892322540283","","",""
"65","","","","","","","","","","","","","4.241472482681274","4.241472482681274","4.241472482681274","","",""
"66","","","","","","","","","","","","","4.238793849945068","4.238793849945068","4.238793849945068","","",""
"67","","","","","","","","","","","","","4.292605638504028","4.292605638504028","4.292605638504028","","",""
"68","","","","","","","","","","","","","4.295684576034546","4.295684576034546","4.295684576034546","","",""
"69","","","","","","","","","","","","","4.2908313274383545","4.2908313274383545","4.2908313274383545","","",""
"70","","","","","","","","","","","","","4.296507835388184","4.296507835388184","4.296507835388184","","",""
"71","","","","","","","","","","","","","4.306946516036987","4.306946516036987","4.306946516036987","","",""
"72","","","","","","","","","","","","","4.293795585632324","4.293795585632324","4.293795585632324","","",""
"73","","","","","","","","","","","","","4.243659019470215","4.243659019470215","4.243659019470215","","",""
"74","","","","","","","","","","","","","4.237651824951172","4.237651824951172","4.237651824951172","","",""
"75","","","","","","","","","","","","","4.297897577285767","4.297897577285767","4.297897577285767","","",""
"76","","","","","","","","","","","","","4.239073276519775","4.239073276519775","4.239073276519775","","",""
"77","","","","","","","","","","","","","4.242779970169067","4.242779970169067","4.242779970169067","","",""
"78","","","","","","","","","","","","","4.250086307525635","4.250086307525635","4.250086307525635","","",""
"79","","","","","","","","","","","","","4.2915472984313965","4.2915472984313965","4.2915472984313965","","",""
"80","","","","","","","","","","","","","4.298819541931152","4.298819541931152","4.298819541931152","","",""
"81","","","","","","","","","","","","","4.304496765136719","4.304496765136719","4.304496765136719","","",""
"82","","","","","","","","","","","","","4.278721809387207","4.278721809387207","4.278721809387207","","",""
"83","","","","","","","","","","","","","4.181128978729248","4.181128978729248","4.181128978729248","","",""
"84","","","","","","","","","","","","","4.1877312660217285","4.1877312660217285","4.1877312660217285","","",""
"85","","","","","","","","","","","","","4.350001573562622","4.350001573562622","4.350001573562622","","",""
"86","","","","","","","","","","","","","4.354418992996216","4.354418992996216","4.354418992996216","","",""
"87","","","","","","","","","","","","","4.366002798080444","4.366002798080444","4.366002798080444","","",""
"88","","","","","","","","","","","","","4.357162237167358","4.357162237167358","4.357162237167358","","",""
"89","","","","","","","","","","","","","4.3451268672943115","4.3451268672943115","4.3451268672943115","","",""
"90","","","","","","","","","","","","","4.300752878189087","4.300752878189087","4.300752878189087","","",""
"91","","","","","","","","","","","","","4.180903673171997","4.180903673171997","4.180903673171997","","",""
"92","","","","","","","","","","","","","4.177619934082031","4.177619934082031","4.177619934082031","","",""
"93","","","","","","","","","","","","","4.260442495346069","4.260442495346069","4.260442495346069","","",""
"94","","","","","","","","","","","","","4.293376207351685","4.293376207351685","4.293376207351685","","",""
"95","","","","","","","","","","","","","4.291763782501221","4.291763782501221","4.291763782501221","","",""
"96","","","","","","","","","","","","","4.301582336425781","4.301582336425781","4.301582336425781","","",""
"97","","","","","","","","","","","","","4.292962312698364","4.292962312698364","4.292962312698364","","",""
"98","","","","","","","","","","","","","4.303608417510986","4.303608417510986","4.303608417510986","","",""
"99","","","","","","","","","","","","","4.300907135009766","4.300907135009766","4.300907135009766","","",""
"100","","","","","","","","","","","","","4.292608261108398","4.292608261108398","4.292608261108398","","",""
"101","","","","","","","","","","","","","4.290555238723755","4.290555238723755","4.290555238723755","","",""
"102","","","","","","","","","","","","","4.294189214706421","4.294189214706421","4.294189214706421","","",""
"103","","","","","","","","","","","","","4.180951356887817","4.180951356887817","4.180951356887817","","",""
"104","","","","","","","","","","","","","4.179650545120239","4.179650545120239","4.179650545120239","","",""
"105","","","","","","","","","","","","","4.226753234863281","4.226753234863281","4.226753234863281","","",""
"106","","","","","","","","","","","","","4.285580396652222","4.285580396652222","4.285580396652222","","",""
"107","","","","","","","","","","","","","4.293957233428955","4.293957233428955","4.293957233428955","","",""
"108","","","","","","","","","","","","","4.294786214828491","4.294786214828491","4.294786214828491","","",""
"109","","","","","","","","","","","","","4.286702871322632","4.286702871322632","4.286702871322632","","",""
"110","","","","","","","","","","","","","4.2978973388671875","4.2978973388671875","4.2978973388671875","","",""
"111","","","","","","","","","","","","","4.299585819244385","4.299585819244385","4.299585819244385","","",""
"112","","","","","","","","","","","","","4.290403127670288","4.290403127670288","4.290403127670288","","",""
"113","","","","","","","","","","","","","4.292063236236572","4.292063236236572","4.292063236236572","","",""
"114","","","","","","","","","","","","","4.304620027542114","4.304620027542114","4.304620027542114","","",""
"115","","","","","","","","","","","","","4.175931692123413","4.175931692123413","4.175931692123413","","",""
"116","","","","","","","","","","","","","4.169052839279175","4.169052839279175","4.169052839279175","","",""
"117","","","","","","","","","","","","","4.294501543045044","4.294501543045044","4.294501543045044","","",""
"118","","","","","","","","","","","","","4.293986558914185","4.293986558914185","4.293986558914185","","",""
"119","","","","","","","","","","","","","4.301352500915527","4.301352500915527","4.301352500915527","","",""
"120","","","","","","","","","","","","","4.298896312713623","4.298896312713623","4.298896312713623","","",""
"121","","","","","","","","","","","","","4.2967095375061035","4.2967095375061035","4.2967095375061035","","",""
"122","","","","","","","","","","","","","4.291524648666382","4.291524648666382","4.291524648666382","","",""
"123","","","","","","","","","","","","","4.292836666107178","4.292836666107178","4.292836666107178","","",""
"124","","","","","","","","","","","","","4.297667741775513","4.297667741775513","4.297667741775513","","",""
"125","","","","","","","","","","","","","4.293050765991211","4.293050765991211","4.293050765991211","","",""
"126","","","","","","","","","","","","","4.291486024856567","4.291486024856567","4.291486024856567","","",""
"127","","","","","","","","","","","","","4.18150782585144","4.18150782585144","4.18150782585144","","",""
"128","","","","","","","","","","","","","4.175204753875732","4.175204753875732","4.175204753875732","","",""
"129","","","","","","","","","","","","","4.29168701171875","4.29168701171875","4.29168701171875","","",""
"130","","","","","","","","","","","","","4.301785469055176","4.301785469055176","4.301785469055176","","",""
"131","","","","","","","","","","","","","4.295821189880371","4.295821189880371","4.295821189880371","","",""
"132","","","","","","","","","","","","","4.290674448013306","4.290674448013306","4.290674448013306","","",""
"133","","","","","","","","","","","","","4.298338413238525","4.298338413238525","4.298338413238525","","",""
"134","","","","","","","","","","","","","4.289514541625977","4.289514541625977","4.289514541625977","","",""
"135","","","","","","","","","","","","","4.305219411849976","4.305219411849976","4.305219411849976","","",""
"136","","","","","","","","","","","","","4.309330463409424","4.309330463409424","4.309330463409424","","",""
"137","","","","","","","","","","","","","4.2980687618255615","4.2980687618255615","4.2980687618255615","","",""
"138","","","","","","","","","","","","","4.258325099945068","4.258325099945068","4.258325099945068","","",""
"139","","","","","","","","","","","","","4.185493230819702","4.185493230819702","4.185493230819702","","",""
"140","","","","","","","","","","","","","4.19051718711853","4.19051718711853","4.19051718711853","","",""
"141","","","","","","","","","","","","","4.290808200836182","4.290808200836182","4.290808200836182","","",""
"142","","","","","","","","","","","","","4.293968915939331","4.293968915939331","4.293968915939331","","",""
"143","","","","","","","","","","","","","4.2972002029418945","4.2972002029418945","4.2972002029418945","","",""
"144","","","","","","","","","","","","","4.299973249435425","4.299973249435425","4.299973249435425","","",""
"145","","","","","","","","","","","","","4.305402994155884","4.305402994155884","4.305402994155884","","",""
"146","","","","","","","","","","","","","4.306968927383423","4.306968927383423","4.306968927383423","","",""
"147","","","","","","","","","","","","","4.289586544036865","4.289586544036865","4.289586544036865","","",""
"148","","","","","","","","","","","","","4.270606994628906","4.270606994628906","4.270606994628906","","",""
