"Step","ResNet-18_cifar100_lion_1024 - time_total/seconds","ResNet-18_cifar100_lion_1024 - time_total/seconds__MIN","ResNet-18_cifar100_lion_1024 - time_total/seconds__MAX","ResNet-18_cifar100_adafactor_1024 - time_total/seconds","ResNet-18_cifar100_adafactor_1024 - time_total/seconds__MIN","ResNet-18_cifar100_adafactor_1024 - time_total/seconds__MAX","ResNet-18_cifar100_adamw_1024 - time_total/seconds","ResNet-18_cifar100_adamw_1024 - time_total/seconds__MIN","ResNet-18_cifar100_adamw_1024 - time_total/seconds__MAX","ResNet-18_cifar100_adam-mini_1024 - time_total/seconds","ResNet-18_cifar100_adam-mini_1024 - time_total/seconds__MIN","ResNet-18_cifar100_adam-mini_1024 - time_total/seconds__MAX","ResNet-18_cifar100_sgd_1024 - time_total/seconds","ResNet-18_cifar100_sgd_1024 - time_total/seconds__MIN","ResNet-18_cifar100_sgd_1024 - time_total/seconds__MAX","ResNet-18_cifar100_adam_1024 - time_total/seconds","ResNet-18_cifar100_adam_1024 - time_total/seconds__MIN","ResNet-18_cifar100_adam_1024 - time_total/seconds__MAX"
"13","3.6697142124176025","3.6697142124176025","3.6697142124176025","3.5933122634887695","3.5933122634887695","3.5933122634887695","3.6424221992492676","3.6424221992492676","3.6424221992492676","3.6480629444122314","3.6480629444122314","3.6480629444122314","3.6596574783325195","3.6596574783325195","3.6596574783325195","3.546816825866699","3.546816825866699","3.546816825866699"
"14","3.6569602489471436","3.6569602489471436","3.6569602489471436","3.7901268005371094","3.7901268005371094","3.7901268005371094","3.5238442420959473","3.5238442420959473","3.5238442420959473","3.646455764770508","3.646455764770508","3.646455764770508","3.6576061248779297","3.6576061248779297","3.6576061248779297","3.649479866027832","3.649479866027832","3.649479866027832"
"15","3.6650216579437256","3.6650216579437256","3.6650216579437256","3.7899539470672607","3.7899539470672607","3.7899539470672607","3.709285259246826","3.709285259246826","3.709285259246826","3.641596555709839","3.641596555709839","3.641596555709839","3.659031629562378","3.659031629562378","3.659031629562378","3.6514720916748047","3.6514720916748047","3.6514720916748047"
"16","3.5444905757904053","3.5444905757904053","3.5444905757904053","3.7035953998565674","3.7035953998565674","3.7035953998565674","3.7126333713531494","3.7126333713531494","3.7126333713531494","3.529944658279419","3.529944658279419","3.529944658279419","3.545917272567749","3.545917272567749","3.545917272567749","3.652827501296997","3.652827501296997","3.652827501296997"
"17","3.5504846572875977","3.5504846572875977","3.5504846572875977","3.5952796936035156","3.5952796936035156","3.5952796936035156","3.7025887966156006","3.7025887966156006","3.7025887966156006","3.566680908203125","3.566680908203125","3.566680908203125","3.5442352294921875","3.5442352294921875","3.5442352294921875","3.543494462966919","3.543494462966919","3.543494462966919"
"18","3.676325559616089","3.676325559616089","3.676325559616089","3.5908336639404297","3.5908336639404297","3.5908336639404297","3.554924488067627","3.554924488067627","3.554924488067627","3.6472904682159424","3.6472904682159424","3.6472904682159424","3.6643593311309814","3.6643593311309814","3.6643593311309814","3.6577882766723633","3.6577882766723633","3.6577882766723633"
"19","3.656055212020874","3.656055212020874","3.656055212020874","3.7803633213043213","3.7803633213043213","3.7803633213043213","3.525740385055542","3.525740385055542","3.525740385055542","3.6414942741394043","3.6414942741394043","3.6414942741394043","3.649963140487671","3.649963140487671","3.649963140487671","3.6518301963806152","3.6518301963806152","3.6518301963806152"
"20","3.681697368621826","3.681697368621826","3.681697368621826","3.769381523132324","3.769381523132324","3.769381523132324","3.712083101272583","3.712083101272583","3.712083101272583","3.6776347160339355","3.6776347160339355","3.6776347160339355","3.6623146533966064","3.6623146533966064","3.6623146533966064","3.646008014678955","3.646008014678955","3.646008014678955"
"21","3.551044464111328","3.551044464111328","3.551044464111328","3.5961201190948486","3.5961201190948486","3.5961201190948486","3.699132204055786","3.699132204055786","3.699132204055786","3.534492254257202","3.534492254257202","3.534492254257202","3.5414257049560547","3.5414257049560547","3.5414257049560547","3.649793863296509","3.649793863296509","3.649793863296509"
"22","3.5496766567230225","3.5496766567230225","3.5496766567230225","3.650189161300659","3.650189161300659","3.650189161300659","3.5203638076782227","3.5203638076782227","3.5203638076782227","3.6593306064605713","3.6593306064605713","3.6593306064605713","3.536510467529297","3.536510467529297","3.536510467529297","3.532843589782715","3.532843589782715","3.532843589782715"
"23","3.6704657077789307","3.6704657077789307","3.6704657077789307","3.705611228942871","3.705611228942871","3.705611228942871","3.523033380508423","3.523033380508423","3.523033380508423","3.654749631881714","3.654749631881714","3.654749631881714","3.651169776916504","3.651169776916504","3.651169776916504","3.6308586597442627","3.6308586597442627","3.6308586597442627"
"24","3.6814417839050293","3.6814417839050293","3.6814417839050293","3.7139203548431396","3.7139203548431396","3.7139203548431396","3.637470006942749","3.637470006942749","3.637470006942749","3.6481499671936035","3.6481499671936035","3.6481499671936035","3.656921148300171","3.656921148300171","3.656921148300171","3.656108856201172","3.656108856201172","3.656108856201172"
"25","3.6631832122802734","3.6631832122802734","3.6631832122802734","3.708630084991455","3.708630084991455","3.708630084991455","3.6363396644592285","3.6363396644592285","3.6363396644592285","3.5290515422821045","3.5290515422821045","3.5290515422821045","3.665867328643799","3.665867328643799","3.665867328643799","3.6464831829071045","3.6464831829071045","3.6464831829071045"
"26","3.554124593734741","3.554124593734741","3.554124593734741","3.584986686706543","3.584986686706543","3.584986686706543","3.6350619792938232","3.6350619792938232","3.6350619792938232","3.5268197059631348","3.5268197059631348","3.5268197059631348","3.5461864471435547","3.5461864471435547","3.5461864471435547","3.6560730934143066","3.6560730934143066","3.6560730934143066"
"27","3.6587393283843994","3.6587393283843994","3.6587393283843994","3.719764232635498","3.719764232635498","3.719764232635498","3.527186155319214","3.527186155319214","3.527186155319214","3.6534371376037598","3.6534371376037598","3.6534371376037598","3.5456435680389404","3.5456435680389404","3.5456435680389404","3.5379464626312256","3.5379464626312256","3.5379464626312256"
"28","3.6634068489074707","3.6634068489074707","3.6634068489074707","3.7071077823638916","3.7071077823638916","3.7071077823638916","3.529336452484131","3.529336452484131","3.529336452484131","3.6498804092407227","3.6498804092407227","3.6498804092407227","3.6680707931518555","3.6680707931518555","3.6680707931518555","3.5593996047973633","3.5593996047973633","3.5593996047973633"
"29","3.6624250411987305","3.6624250411987305","3.6624250411987305","3.7212579250335693","3.7212579250335693","3.7212579250335693","3.64693284034729","3.64693284034729","3.64693284034729","3.6357624530792236","3.6357624530792236","3.6357624530792236","3.6542181968688965","3.6542181968688965","3.6542181968688965","3.648606300354004","3.648606300354004","3.648606300354004"
"30","3.636859893798828","3.636859893798828","3.636859893798828","3.71004056930542","3.71004056930542","3.71004056930542","3.6408207416534424","3.6408207416534424","3.6408207416534424","3.530588388442993","3.530588388442993","3.530588388442993","3.662442684173584","3.662442684173584","3.662442684173584","3.651650905609131","3.651650905609131","3.651650905609131"
"31","3.5473804473876953","3.5473804473876953","3.5473804473876953","3.5973005294799805","3.5973005294799805","3.5973005294799805","3.6401655673980713","3.6401655673980713","3.6401655673980713","3.544316053390503","3.544316053390503","3.544316053390503","3.535712957382202","3.535712957382202","3.535712957382202","3.6618690490722656","3.6618690490722656","3.6618690490722656"
"32","3.6731626987457275","3.6731626987457275","3.6731626987457275","3.7256522178649902","3.7256522178649902","3.7256522178649902","3.5308120250701904","3.5308120250701904","3.5308120250701904","3.660179376602173","3.660179376602173","3.660179376602173","3.542851448059082","3.542851448059082","3.542851448059082","3.5329465866088867","3.5329465866088867","3.5329465866088867"
"33","3.6610991954803467","3.6610991954803467","3.6610991954803467","3.71299147605896","3.71299147605896","3.71299147605896","3.6439263820648193","3.6439263820648193","3.6439263820648193","3.65859317779541","3.65859317779541","3.65859317779541","3.6566708087921143","3.6566708087921143","3.6566708087921143","3.5875773429870605","3.5875773429870605","3.5875773429870605"
"34","3.661431074142456","3.661431074142456","3.661431074142456","3.7083468437194824","3.7083468437194824","3.7083468437194824","3.6490089893341064","3.6490089893341064","3.6490089893341064","3.6586809158325195","3.6586809158325195","3.6586809158325195","3.654668092727661","3.654668092727661","3.654668092727661","3.6547906398773193","3.6547906398773193","3.6547906398773193"
"35","3.551278829574585","3.551278829574585","3.551278829574585","3.711653232574463","3.711653232574463","3.711653232574463","3.646580219268799","3.646580219268799","3.646580219268799","3.5305559635162354","3.5305559635162354","3.5305559635162354","3.661654233932495","3.661654233932495","3.661654233932495","3.6502320766448975","3.6502320766448975","3.6502320766448975"
"36","3.5416743755340576","3.5416743755340576","3.5416743755340576","3.5922441482543945","3.5922441482543945","3.5922441482543945","3.588878631591797","3.588878631591797","3.588878631591797","3.653738260269165","3.653738260269165","3.653738260269165","3.545473575592041","3.545473575592041","3.545473575592041","3.6478354930877686","3.6478354930877686","3.6478354930877686"
"37","3.6650826930999756","3.6650826930999756","3.6650826930999756","3.7098703384399414","3.7098703384399414","3.7098703384399414","3.525110960006714","3.525110960006714","3.525110960006714","3.6459617614746094","3.6459617614746094","3.6459617614746094","3.547133207321167","3.547133207321167","3.547133207321167","3.5392677783966064","3.5392677783966064","3.5392677783966064"
"38","3.666208267211914","3.666208267211914","3.666208267211914","3.710608720779419","3.710608720779419","3.710608720779419","3.632638454437256","3.632638454437256","3.632638454437256","3.649787187576294","3.649787187576294","3.649787187576294","3.6497490406036377","3.6497490406036377","3.6497490406036377","3.6589457988739014","3.6589457988739014","3.6589457988739014"
"39","","","","3.720108985900879","3.720108985900879","3.720108985900879","3.6413190364837646","3.6413190364837646","3.6413190364837646","3.5405218601226807","3.5405218601226807","3.5405218601226807","3.6601133346557617","3.6601133346557617","3.6601133346557617","3.653113603591919","3.653113603591919","3.653113603591919"
"40","","","","3.7213499546051025","3.7213499546051025","3.7213499546051025","3.6407251358032227","3.6407251358032227","3.6407251358032227","3.540688991546631","3.540688991546631","3.540688991546631","3.6516191959381104","3.6516191959381104","3.6516191959381104","3.6546671390533447","3.6546671390533447","3.6546671390533447"
"41","","","","3.598829746246338","3.598829746246338","3.598829746246338","3.521869659423828","3.521869659423828","3.521869659423828","3.650296211242676","3.650296211242676","3.650296211242676","3.5449767112731934","3.5449767112731934","3.5449767112731934","3.646986484527588","3.646986484527588","3.646986484527588"
"42","","","","3.725661277770996","3.725661277770996","3.725661277770996","3.527081251144409","3.527081251144409","3.527081251144409","3.657649278640747","3.657649278640747","3.657649278640747","3.578883409500122","3.578883409500122","3.578883409500122","3.531078338623047","3.531078338623047","3.531078338623047"
"43","","","","3.7124295234680176","3.7124295234680176","3.7124295234680176","3.638472080230713","3.638472080230713","3.638472080230713","3.659156322479248","3.659156322479248","3.659156322479248","3.646070957183838","3.646070957183838","3.646070957183838","3.6491615772247314","3.6491615772247314","3.6491615772247314"
"44","","","","3.709202289581299","3.709202289581299","3.709202289581299","3.6398134231567383","3.6398134231567383","3.6398134231567383","3.539275646209717","3.539275646209717","3.539275646209717","3.658205270767212","3.658205270767212","3.658205270767212","3.651731252670288","3.651731252670288","3.651731252670288"
"45","","","","","","","3.6438276767730713","3.6438276767730713","3.6438276767730713","3.544545888900757","3.544545888900757","3.544545888900757","3.6544582843780518","3.6544582843780518","3.6544582843780518","3.6544528007507324","3.6544528007507324","3.6544528007507324"
"46","","","","","","","3.5188262462615967","3.5188262462615967","3.5188262462615967","3.6596670150756836","3.6596670150756836","3.6596670150756836","3.54252552986145","3.54252552986145","3.54252552986145","3.532104969024658","3.532104969024658","3.532104969024658"
"47","","","","","","","","","","","","","3.663123607635498","3.663123607635498","3.663123607635498","3.5310516357421875","3.5310516357421875","3.5310516357421875"
"48","","","","","","","","","","","","","3.6614327430725098","3.6614327430725098","3.6614327430725098","3.6607987880706787","3.6607987880706787","3.6607987880706787"
"49","","","","","","","","","","","","","3.649320363998413","3.649320363998413","3.649320363998413","3.6570441722869873","3.6570441722869873","3.6570441722869873"
"50","","","","","","","","","","","","","3.573110342025757","3.573110342025757","3.573110342025757","3.663008451461792","3.663008451461792","3.663008451461792"
"51","","","","","","","","","","","","","3.551687479019165","3.551687479019165","3.551687479019165","3.538892984390259","3.538892984390259","3.538892984390259"
"52","","","","","","","","","","","","","3.658820390701294","3.658820390701294","3.658820390701294","","",""
"53","","","","","","","","","","","","","3.649111270904541","3.649111270904541","3.649111270904541","","",""
