"Step","ResNet-18_cifar10_lion_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_lion_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_lion_1024 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adafactor_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adafactor_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adafactor_1024 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adamw_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adamw_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adamw_1024 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adam-mini_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adam-mini_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adam-mini_1024 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_sgd_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_sgd_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_sgd_1024 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adam_1024 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adam_1024 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adam_1024 - memory/train_peak_gpu_memory_mb__MAX"
"47","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"48","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"49","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"50","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"51","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"52","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"53","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","4906.72802734375","4906.72802734375","4906.72802734375","","",""
"54","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","4905.51806640625","4905.51806640625","4905.51806640625","","","","","",""
"55","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","","","","","","","","",""
"56","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","","","","","","","","",""
"57","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","","","","","","","","",""
"58","","","","","","","4947.9814453125","4947.9814453125","4947.9814453125","","","","","","","","",""
