"Step","ResNet-18_cifar10_lion_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_lion_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_lion_256 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adafactor_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adafactor_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adafactor_256 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adamw_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adamw_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adamw_256 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adam-mini_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adam-mini_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adam-mini_256 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_sgd_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_sgd_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_sgd_256 - memory/train_peak_gpu_memory_mb__MAX","ResNet-18_cifar10_adam_256 - memory/train_peak_gpu_memory_mb","ResNet-18_cifar10_adam_256 - memory/train_peak_gpu_memory_mb__MIN","ResNet-18_cifar10_adam_256 - memory/train_peak_gpu_memory_mb__MAX"
"10","1402.1826171875","1402.1826171875","1402.1826171875","1432.509765625","1432.509765625","1432.509765625","1444.81103515625","1444.81103515625","1444.81103515625","1401.47265625","1401.47265625","1401.47265625","1405.0576171875","1405.0576171875","1405.0576171875","1446.05810546875","1446.05810546875","1446.05810546875"
"11","1402.6826171875","1402.6826171875","1402.6826171875","1433.259765625","1433.259765625","1433.259765625","1444.81103515625","1444.81103515625","1444.81103515625","1401.47265625","1401.47265625","1401.47265625","1405.0576171875","1405.0576171875","1405.0576171875","1446.05810546875","1446.05810546875","1446.05810546875"
"12","1399.9326171875","1399.9326171875","1399.9326171875","1433.259765625","1433.259765625","1433.259765625","1445.43310546875","1445.43310546875","1445.43310546875","1401.47265625","1401.47265625","1401.47265625","1405.0576171875","1405.0576171875","1405.0576171875","1445.31103515625","1445.31103515625","1445.31103515625"
"13","1400.6826171875","1400.6826171875","1400.6826171875","1433.259765625","1433.259765625","1433.259765625","1445.43310546875","1445.43310546875","1445.43310546875","1402.97265625","1402.97265625","1402.97265625","1401.4326171875","1401.4326171875","1401.4326171875","1447.31103515625","1447.31103515625","1447.31103515625"
"14","1399.9326171875","1399.9326171875","1399.9326171875","1433.259765625","1433.259765625","1433.259765625","1445.43310546875","1445.43310546875","1445.43310546875","1403.34765625","1403.34765625","1403.34765625","1401.5546875","1401.5546875","1401.5546875","1447.81103515625","1447.81103515625","1447.81103515625"
"15","1399.9326171875","1399.9326171875","1399.9326171875","1433.259765625","1433.259765625","1433.259765625","1444.68603515625","1444.68603515625","1444.68603515625","1402.5947265625","1402.5947265625","1402.5947265625","1401.8076171875","1401.8076171875","1401.8076171875","1447.81103515625","1447.81103515625","1447.81103515625"
"16","1399.9326171875","1399.9326171875","1399.9326171875","1433.259765625","1433.259765625","1433.259765625","1444.68603515625","1444.68603515625","1444.68603515625","1402.34765625","1402.34765625","1402.34765625","1402.8046875","1402.8046875","1402.8046875","1447.81103515625","1447.81103515625","1447.81103515625"
"17","1399.9326171875","1399.9326171875","1399.9326171875","1432.259765625","1432.259765625","1432.259765625","1444.68603515625","1444.68603515625","1444.68603515625","1402.34765625","1402.34765625","1402.34765625","1402.8046875","1402.8046875","1402.8046875","1447.81103515625","1447.81103515625","1447.81103515625"
"18","1399.9326171875","1399.9326171875","1399.9326171875","1432.7568359375","1432.7568359375","1432.7568359375","1444.68603515625","1444.68603515625","1444.68603515625","1402.47265625","1402.47265625","1402.47265625","1402.8046875","1402.8046875","1402.8046875","1445.43603515625","1445.43603515625","1445.43603515625"
"19","1399.9326171875","1399.9326171875","1399.9326171875","1432.7568359375","1432.7568359375","1432.7568359375","1445.05810546875","1445.05810546875","1445.05810546875","1402.59765625","1402.59765625","1402.59765625","1402.8046875","1402.8046875","1402.8046875","1447.18310546875","1447.18310546875","1447.18310546875"
"20","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1444.30810546875","1444.30810546875","1444.30810546875","1402.59765625","1402.59765625","1402.59765625","1401.5576171875","1401.5576171875","1401.5576171875","1447.18310546875","1447.18310546875","1447.18310546875"
"21","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1444.31103515625","1444.31103515625","1444.31103515625","1402.59765625","1402.59765625","1402.59765625","1401.5576171875","1401.5576171875","1401.5576171875","1447.18310546875","1447.18310546875","1447.18310546875"
"22","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1444.31103515625","1444.31103515625","1444.31103515625","1403.09765625","1403.09765625","1403.09765625","1401.5576171875","1401.5576171875","1401.5576171875","1447.18310546875","1447.18310546875","1447.18310546875"
"23","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.43603515625","1445.43603515625","1445.43603515625","1404.0947265625","1404.0947265625","1404.0947265625","1401.5576171875","1401.5576171875","1401.5576171875","1447.18310546875","1447.18310546875","1447.18310546875"
"24","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1401.5576171875","1401.5576171875","1401.5576171875","1447.18310546875","1447.18310546875","1447.18310546875"
"25","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1403.3076171875","1403.3076171875","1403.3076171875","1447.18310546875","1447.18310546875","1447.18310546875"
"26","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1403.3076171875","1403.3076171875","1403.3076171875","1447.18310546875","1447.18310546875","1447.18310546875"
"27","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1403.3076171875","1403.3076171875","1403.3076171875","1445.56103515625","1445.56103515625","1445.56103515625"
"28","1399.9326171875","1399.9326171875","1399.9326171875","1431.509765625","1431.509765625","1431.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1403.3076171875","1403.3076171875","1403.3076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"29","","","","1433.5068359375","1433.5068359375","1433.5068359375","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1403.3076171875","1403.3076171875","1403.3076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"30","","","","1432.009765625","1432.009765625","1432.009765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1401.4326171875","1401.4326171875","1401.4326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"31","","","","1432.009765625","1432.009765625","1432.009765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1401.4326171875","1401.4326171875","1401.4326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"32","","","","1432.009765625","1432.009765625","1432.009765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1401.4326171875","1401.4326171875","1401.4326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"33","","","","1432.509765625","1432.509765625","1432.509765625","1445.93310546875","1445.93310546875","1445.93310546875","1404.0947265625","1404.0947265625","1404.0947265625","1401.4326171875","1401.4326171875","1401.4326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"34","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","1404.0947265625","1404.0947265625","1404.0947265625","1401.4326171875","1401.4326171875","1401.4326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"35","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","1404.0947265625","1404.0947265625","1404.0947265625","1405.0576171875","1405.0576171875","1405.0576171875","1446.55810546875","1446.55810546875","1446.55810546875"
"36","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","1404.0947265625","1404.0947265625","1404.0947265625","1400.9326171875","1400.9326171875","1400.9326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"37","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","1446.55810546875","1446.55810546875","1446.55810546875"
"38","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1404.8076171875","1404.8076171875","1404.8076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"39","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1403.3076171875","1403.3076171875","1403.3076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"40","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1403.3076171875","1403.3076171875","1403.3076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"41","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1403.3076171875","1403.3076171875","1403.3076171875","1446.55810546875","1446.55810546875","1446.55810546875"
"42","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"43","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"44","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"45","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"46","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"47","","","","1432.509765625","1432.509765625","1432.509765625","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"48","","","","","","","1444.68603515625","1444.68603515625","1444.68603515625","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"49","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"50","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"51","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"52","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"53","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"54","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"55","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
"56","","","","","","","","","","","","","1400.9326171875","1400.9326171875","1400.9326171875","","",""
