"Step","ResNet-18_cifar100_lion_1024 - train/loss","ResNet-18_cifar100_lion_1024 - train/loss__MIN","ResNet-18_cifar100_lion_1024 - train/loss__MAX","ResNet-18_cifar100_adafactor_1024 - train/loss","ResNet-18_cifar100_adafactor_1024 - train/loss__MIN","ResNet-18_cifar100_adafactor_1024 - train/loss__MAX","ResNet-18_cifar100_adamw_1024 - train/loss","ResNet-18_cifar100_adamw_1024 - train/loss__MIN","ResNet-18_cifar100_adamw_1024 - train/loss__MAX","ResNet-18_cifar100_adam-mini_1024 - train/loss","ResNet-18_cifar100_adam-mini_1024 - train/loss__MIN","ResNet-18_cifar100_adam-mini_1024 - train/loss__MAX","ResNet-18_cifar100_sgd_1024 - train/loss","ResNet-18_cifar100_sgd_1024 - train/loss__MIN","ResNet-18_cifar100_sgd_1024 - train/loss__MAX","ResNet-18_cifar100_adam_1024 - train/loss","ResNet-18_cifar100_adam_1024 - train/loss__MIN","ResNet-18_cifar100_adam_1024 - train/loss__MAX"
"23","0.4454033890247345","0.4454033890247345","0.4454033890247345","0.6021677684783936","0.6021677684783936","0.6021677684783936","0.7464550716400147","0.7464550716400147","0.7464550716400147","0.833215260887146","0.833215260887146","0.833215260887146","0.970506575012207","0.970506575012207","0.970506575012207","0.7931549773216248","0.7931549773216248","0.7931549773216248"
"24","0.3982452835083008","0.3982452835083008","0.3982452835083008","0.5522501491546631","0.5522501491546631","0.5522501491546631","0.7039195074081421","0.7039195074081421","0.7039195074081421","0.7506129261016846","0.7506129261016846","0.7506129261016846","0.9569158744812012","0.9569158744812012","0.9569158744812012","0.711285326385498","0.711285326385498","0.711285326385498"
"25","0.35563980712890625","0.35563980712890625","0.35563980712890625","0.5027070826530456","0.5027070826530456","0.5027070826530456","0.6565054689407349","0.6565054689407349","0.6565054689407349","0.7484188528060913","0.7484188528060913","0.7484188528060913","0.9220189619064331","0.9220189619064331","0.9220189619064331","0.6933563837051392","0.6933563837051392","0.6933563837051392"
"26","0.3180657936096191","0.3180657936096191","0.3180657936096191","0.46197608337402346","0.46197608337402346","0.46197608337402346","0.6564228614807129","0.6564228614807129","0.6564228614807129","0.6767106389045715","0.6767106389045715","0.6767106389045715","0.8472462979316712","0.8472462979316712","0.8472462979316712","0.65227038564682","0.65227038564682","0.65227038564682"
"27","0.28173921082019804","0.28173921082019804","0.28173921082019804","0.4312097021102905","0.4312097021102905","0.4312097021102905","0.5578148300170899","0.5578148300170899","0.5578148300170899","0.6048274013519287","0.6048274013519287","0.6048274013519287","0.8217811227798462","0.8217811227798462","0.8217811227798462","0.594193959236145","0.594193959236145","0.594193959236145"
"28","0.2526470196723938","0.2526470196723938","0.2526470196723938","0.3953742208480835","0.3953742208480835","0.3953742208480835","0.5224395679473877","0.5224395679473877","0.5224395679473877","0.5804409852981567","0.5804409852981567","0.5804409852981567","0.7774431104660035","0.7774431104660035","0.7774431104660035","0.568724200630188","0.568724200630188","0.568724200630188"
"29","0.24138728251457214","0.24138728251457214","0.24138728251457214","0.3494001078605652","0.3494001078605652","0.3494001078605652","0.49275255784988403","0.49275255784988403","0.49275255784988403","0.6083065350532532","0.6083065350532532","0.6083065350532532","0.7484209092140198","0.7484209092140198","0.7484209092140198","0.5001279115200042","0.5001279115200042","0.5001279115200042"
"30","0.22870369691848755","0.22870369691848755","0.22870369691848755","0.31922702732086183","0.31922702732086183","0.31922702732086183","0.4437192865371704","0.4437192865371704","0.4437192865371704","0.590121656036377","0.590121656036377","0.590121656036377","0.6836668889045715","0.6836668889045715","0.6836668889045715","0.4667640477180481","0.4667640477180481","0.4667640477180481"
"31","0.2088017129421234","0.2088017129421234","0.2088017129421234","0.28837908110618593","0.28837908110618593","0.28837908110618593","0.43657049808502196","0.43657049808502196","0.43657049808502196","0.5063029064178467","0.5063029064178467","0.5063029064178467","0.6444813917160034","0.6444813917160034","0.6444813917160034","0.4583603731393814","0.4583603731393814","0.4583603731393814"
"32","0.20748532738685607","0.20748532738685607","0.20748532738685607","0.27196661901474","0.27196661901474","0.27196661901474","0.460697668838501","0.460697668838501","0.460697668838501","0.433413222026825","0.433413222026825","0.433413222026825","0.6557985286712646","0.6557985286712646","0.6557985286712646","0.3483637619018555","0.3483637619018555","0.3483637619018555"
"33","0.19296745561361314","0.19296745561361314","0.19296745561361314","0.24196194410324096","0.24196194410324096","0.24196194410324096","0.3701127515792847","0.3701127515792847","0.3701127515792847","0.39930859003067015","0.39930859003067015","0.39930859003067015","0.6366360977172851","0.6366360977172851","0.6366360977172851","0.4012170622348785","0.4012170622348785","0.4012170622348785"
"34","0.17488611011505126","0.17488611011505126","0.17488611011505126","0.22832781348228454","0.22832781348228454","0.22832781348228454","0.3673821903705597","0.3673821903705597","0.3673821903705597","0.3917956548690796","0.3917956548690796","0.3917956548690796","0.5246164216995239","0.5246164216995239","0.5246164216995239","0.41966980748176574","0.41966980748176574","0.41966980748176574"
"35","0.1653377416610718","0.1653377416610718","0.1653377416610718","0.21397789390087127","0.21397789390087127","0.21397789390087127","0.330547825717926","0.330547825717926","0.330547825717926","0.38635696210861203","0.38635696210861203","0.38635696210861203","0.4955921566009521","0.4955921566009521","0.4955921566009521","0.3841470377445221","0.3841470377445221","0.3841470377445221"
"36","0.16044986619949342","0.16044986619949342","0.16044986619949342","0.20115323843955993","0.20115323843955993","0.20115323843955993","0.28325249648094175","0.28325249648094175","0.28325249648094175","0.3554443092346191","0.3554443092346191","0.3554443092346191","0.4683034255027771","0.4683034255027771","0.4683034255027771","0.3317400819778442","0.3317400819778442","0.3317400819778442"
"37","0.14411757974624634","0.14411757974624634","0.14411757974624634","0.18931192169189454","0.18931192169189454","0.18931192169189454","0.315969735622406","0.315969735622406","0.315969735622406","0.32557757663726805","0.32557757663726805","0.32557757663726805","0.5026681389808655","0.5026681389808655","0.5026681389808655","0.2787111264228821","0.2787111264228821","0.2787111264228821"
"38","0.15097002100944518","0.15097002100944518","0.15097002100944518","0.1753266402244568","0.1753266402244568","0.1753266402244568","0.26099415445327756","0.26099415445327756","0.26099415445327756","0.30424307227134706","0.30424307227134706","0.30424307227134706","0.4427929174423218","0.4427929174423218","0.4427929174423218","0.25310887155532835","0.25310887155532835","0.25310887155532835"
"39","","","","0.1583526710987091","0.1583526710987091","0.1583526710987091","0.24347624225616454","0.24347624225616454","0.24347624225616454","0.31039246299266815","0.31039246299266815","0.31039246299266815","0.43268694281578063","0.43268694281578063","0.43268694281578063","0.22309503405094147","0.22309503405094147","0.22309503405094147"
"40","","","","0.1484185414791107","0.1484185414791107","0.1484185414791107","0.2514001721382141","0.2514001721382141","0.2514001721382141","0.2402978754758835","0.2402978754758835","0.2402978754758835","0.4146023699760437","0.4146023699760437","0.4146023699760437","0.1938128613471985","0.1938128613471985","0.1938128613471985"
"41","","","","0.14424469041824342","0.14424469041824342","0.14424469041824342","0.2500747051715851","0.2500747051715851","0.2500747051715851","0.22377842769622802","0.22377842769622802","0.22377842769622802","0.3587650704860687","0.3587650704860687","0.3587650704860687","0.22256389818191527","0.22256389818191527","0.22256389818191527"
"42","","","","0.1374422903060913","0.1374422903060913","0.1374422903060913","0.19636972813606263","0.19636972813606263","0.19636972813606263","0.22079579758644105","0.22079579758644105","0.22079579758644105","0.38488905715942384","0.38488905715942384","0.38488905715942384","0.25843271670341494","0.25843271670341494","0.25843271670341494"
"43","","","","0.1265960473537445","0.1265960473537445","0.1265960473537445","0.15929494507312775","0.15929494507312775","0.15929494507312775","0.22162487683296203","0.22162487683296203","0.22162487683296203","0.37420666646957396","0.37420666646957396","0.37420666646957396","0.23887896089553834","0.23887896089553834","0.23887896089553834"
"44","","","","0.11399633641242982","0.11399633641242982","0.11399633641242982","0.14950846893787384","0.14950846893787384","0.14950846893787384","0.22960610399246215","0.22960610399246215","0.22960610399246215","0.2995592472076416","0.2995592472076416","0.2995592472076416","0.21349557824134827","0.21349557824134827","0.21349557824134827"
"45","","","","","","","0.1515611691236496","0.1515611691236496","0.1515611691236496","0.20141259984970092","0.20141259984970092","0.20141259984970092","0.3519766335487366","0.3519766335487366","0.3519766335487366","0.1780320503950119","0.1780320503950119","0.1780320503950119"
"46","","","","","","","0.11185858157873153","0.11185858157873153","0.11185858157873153","0.17132496992349625","0.17132496992349625","0.17132496992349625","0.2910932067394257","0.2910932067394257","0.2910932067394257","0.1614619306087494","0.1614619306087494","0.1614619306087494"
"47","","","","","","","","","","","","","0.2337991520166397","0.2337991520166397","0.2337991520166397","0.13973045954704286","0.13973045954704286","0.13973045954704286"
"48","","","","","","","","","","","","","0.22763059136867522","0.22763059136867522","0.22763059136867522","0.15874031658172608","0.15874031658172608","0.15874031658172608"
"49","","","","","","","","","","","","","0.21312207627296448","0.21312207627296448","0.21312207627296448","0.16842885704040528","0.16842885704040528","0.16842885704040528"
"50","","","","","","","","","","","","","0.27070379114151","0.27070379114151","0.27070379114151","0.1631491842865944","0.1631491842865944","0.1631491842865944"
"51","","","","","","","","","","","","","0.22492053685188293","0.22492053685188293","0.22492053685188293","0.10068465893268586","0.10068465893268586","0.10068465893268586"
"52","","","","","","","","","","","","","0.2425621928691864","0.2425621928691864","0.2425621928691864","","",""
"53","","","","","","","","","","","","","0.21415165119171142","0.21415165119171142","0.21415165119171142","","",""
