"Step","ViT-Tiny_cifar100_lion_512 - train/loss","ViT-Tiny_cifar100_lion_512 - train/loss__MIN","ViT-Tiny_cifar100_lion_512 - train/loss__MAX","ViT-Tiny_cifar100_adafactor_512 - train/loss","ViT-Tiny_cifar100_adafactor_512 - train/loss__MIN","ViT-Tiny_cifar100_adafactor_512 - train/loss__MAX","ViT-Tiny_cifar100_adamw_512 - train/loss","ViT-Tiny_cifar100_adamw_512 - train/loss__MIN","ViT-Tiny_cifar100_adamw_512 - train/loss__MAX","ViT-Tiny_cifar100_adam-mini_512 - train/loss","ViT-Tiny_cifar100_adam-mini_512 - train/loss__MIN","ViT-Tiny_cifar100_adam-mini_512 - train/loss__MAX","ViT-Tiny_cifar100_sgd_512 - train/loss","ViT-Tiny_cifar100_sgd_512 - train/loss__MIN","ViT-Tiny_cifar100_sgd_512 - train/loss__MAX","ViT-Tiny_cifar100_adam_512 - train/loss","ViT-Tiny_cifar100_adam_512 - train/loss__MIN","ViT-Tiny_cifar100_adam_512 - train/loss__MAX"
"27","0.46805252914428713","0.46805252914428713","0.46805252914428713","1.297338155555725","1.297338155555725","1.297338155555725","1.1114856969833373","1.1114856969833373","1.1114856969833373","1.1525337118148804","1.1525337118148804","1.1525337118148804","3.776816572189331","3.776816572189331","3.776816572189331","1.2281414443969727","1.2281414443969727","1.2281414443969727"
"28","0.44014321765899656","0.44014321765899656","0.44014321765899656","1.2177116367340088","1.2177116367340088","1.2177116367340088","1.0453664074897766","1.0453664074897766","1.0453664074897766","1.0735629684448242","1.0735629684448242","1.0735629684448242","3.7601862586975097","3.7601862586975097","3.7601862586975097","1.1526444580078126","1.1526444580078126","1.1526444580078126"
"29","0.42434971408843997","0.42434971408843997","0.42434971408843997","1.1681609634399415","1.1681609634399415","1.1681609634399415","0.945937257862091","0.945937257862091","0.945937257862091","0.9767108374595642","0.9767108374595642","0.9767108374595642","3.7477354080200196","3.7477354080200196","3.7477354080200196","1.0808424114227295","1.0808424114227295","1.0808424114227295"
"30","0.3922407601356506","0.3922407601356506","0.3922407601356506","1.0731525714874268","1.0731525714874268","1.0731525714874268","0.8720571435928345","0.8720571435928345","0.8720571435928345","0.9164859870910644","0.9164859870910644","0.9164859870910644","3.730079726409912","3.730079726409912","3.730079726409912","1.0193053436279298","1.0193053436279298","1.0193053436279298"
"31","0.35918189063072203","0.35918189063072203","0.35918189063072203","1.0131050145149232","1.0131050145149232","1.0131050145149232","0.7896743383407593","0.7896743383407593","0.7896743383407593","0.8381397727966309","0.8381397727966309","0.8381397727966309","3.719109954071045","3.719109954071045","3.719109954071045","0.9322793161392212","0.9322793161392212","0.9322793161392212"
"32","0.34713439259529116","0.34713439259529116","0.34713439259529116","0.9600797961235047","0.9600797961235047","0.9600797961235047","0.7188282278060913","0.7188282278060913","0.7188282278060913","0.7737463290214539","0.7737463290214539","0.7737463290214539","3.705443981933594","3.705443981933594","3.705443981933594","0.8680914309501648","0.8680914309501648","0.8680914309501648"
"33","0.32937574424743654","0.32937574424743654","0.32937574424743654","0.8987818984985352","0.8987818984985352","0.8987818984985352","0.682142343711853","0.682142343711853","0.682142343711853","0.72344282913208","0.72344282913208","0.72344282913208","3.696571544265747","3.696571544265747","3.696571544265747","0.8034260679244996","0.8034260679244996","0.8034260679244996"
"34","0.3110345103740692","0.3110345103740692","0.3110345103740692","0.8286781452178955","0.8286781452178955","0.8286781452178955","0.6170283561706543","0.6170283561706543","0.6170283561706543","0.6658141960144043","0.6658141960144043","0.6658141960144043","3.6782171894073485","3.6782171894073485","3.6782171894073485","0.7323073001861572","0.7323073001861572","0.7323073001861572"
"35","0.3033162804603577","0.3033162804603577","0.3033162804603577","0.7633070666313171","0.7633070666313171","0.7633070666313171","0.5282933125495911","0.5282933125495911","0.5282933125495911","0.600932709646225","0.600932709646225","0.600932709646225","3.6683133972167967","3.6683133972167967","3.6683133972167967","0.6825303027153015","0.6825303027153015","0.6825303027153015"
"36","0.2954819347381592","0.2954819347381592","0.2954819347381592","0.7070334702491761","0.7070334702491761","0.7070334702491761","0.4811091477394104","0.4811091477394104","0.4811091477394104","0.5177988499641418","0.5177988499641418","0.5177988499641418","3.6539970458984374","3.6539970458984374","3.6539970458984374","0.6008835110664368","0.6008835110664368","0.6008835110664368"
"37","0.2814817165851593","0.2814817165851593","0.2814817165851593","0.6386435716629029","0.6386435716629029","0.6386435716629029","0.45612885551452637","0.45612885551452637","0.45612885551452637","0.5139676252365112","0.5139676252365112","0.5139676252365112","3.640553373718262","3.640553373718262","3.640553373718262","0.5549474500656127","0.5549474500656127","0.5549474500656127"
"38","0.27072998332977294","0.27072998332977294","0.27072998332977294","0.5975433973312378","0.5975433973312378","0.5975433973312378","0.4204208927154541","0.4204208927154541","0.4204208927154541","0.44571349024772644","0.44571349024772644","0.44571349024772644","3.62919693069458","3.62919693069458","3.62919693069458","0.5082147507190704","0.5082147507190704","0.5082147507190704"
"39","0.26472069120407105","0.26472069120407105","0.26472069120407105","0.5627070117950439","0.5627070117950439","0.5627070117950439","0.37618597021102906","0.37618597021102906","0.37618597021102906","0.42019474678039553","0.42019474678039553","0.42019474678039553","3.615044808959961","3.615044808959961","3.615044808959961","0.456387882232666","0.456387882232666","0.456387882232666"
"40","0.24994401569366456","0.24994401569366456","0.24994401569366456","0.521931238746643","0.521931238746643","0.521931238746643","0.3571375464439392","0.3571375464439392","0.3571375464439392","0.4141420040130615","0.4141420040130615","0.4141420040130615","3.6028004905700683","3.6028004905700683","3.6028004905700683","0.4172211601257324","0.4172211601257324","0.4172211601257324"
"41","0.2425023797750473","0.2425023797750473","0.2425023797750473","0.48195449123382567","0.48195449123382567","0.48195449123382567","0.3404047965288162","0.3404047965288162","0.3404047965288162","0.34693784894943236","0.34693784894943236","0.34693784894943236","3.588415584564209","3.588415584564209","3.588415584564209","0.364651180934906","0.364651180934906","0.364651180934906"
"42","0.2387141030073166","0.2387141030073166","0.2387141030073166","0.4295497178077698","0.4295497178077698","0.4295497178077698","0.2815235429763794","0.2815235429763794","0.2815235429763794","0.3208508152961731","0.3208508152961731","0.3208508152961731","3.579750845336914","3.579750845336914","3.579750845336914","0.35004378509521483","0.35004378509521483","0.35004378509521483"
"43","0.2306270543575287","0.2306270543575287","0.2306270543575287","0.39678022565841675","0.39678022565841675","0.39678022565841675","0.2789729390144348","0.2789729390144348","0.2789729390144348","0.3242227291584015","0.3242227291584015","0.3242227291584015","3.564017653656006","3.564017653656006","3.564017653656006","0.36221849341392515","0.36221849341392515","0.36221849341392515"
"44","0.22493609673976897","0.22493609673976897","0.22493609673976897","0.36903002038002014","0.36903002038002014","0.36903002038002014","0.2792126112937927","0.2792126112937927","0.2792126112937927","0.3006619445562363","0.3006619445562363","0.3006619445562363","3.5517126998901367","3.5517126998901367","3.5517126998901367","0.31269480590820314","0.31269480590820314","0.31269480590820314"
"45","0.20810308816432954","0.20810308816432954","0.20810308816432954","0.34655726208686827","0.34655726208686827","0.34655726208686827","0.27417826843261717","0.27417826843261717","0.27417826843261717","0.26755143303871154","0.26755143303871154","0.26755143303871154","3.5432261489868164","3.5432261489868164","3.5432261489868164","0.3086060567855835","0.3086060567855835","0.3086060567855835"
"46","0.2060924189567566","0.2060924189567566","0.2060924189567566","0.32659703812599183","0.32659703812599183","0.32659703812599183","0.23325361061096192","0.23325361061096192","0.23325361061096192","0.24747516450881957","0.24747516450881957","0.24747516450881957","3.526497668457031","3.526497668457031","3.526497668457031","0.279946639585495","0.279946639585495","0.279946639585495"
"47","0.20132212929725646","0.20132212929725646","0.20132212929725646","0.3034024030685425","0.3034024030685425","0.3034024030685425","0.2341655634880066","0.2341655634880066","0.2341655634880066","0.27086866340637206","0.27086866340637206","0.27086866340637206","3.5177475395202635","3.5177475395202635","3.5177475395202635","0.25517831649780276","0.25517831649780276","0.25517831649780276"
"48","0.19224474601745606","0.19224474601745606","0.19224474601745606","0.28451849479675295","0.28451849479675295","0.28451849479675295","0.19261248154640198","0.19261248154640198","0.19261248154640198","0.2328036805152893","0.2328036805152893","0.2328036805152893","3.5075354240417482","3.5075354240417482","3.5075354240417482","0.22104665460586548","0.22104665460586548","0.22104665460586548"
"49","0.19526824378967286","0.19526824378967286","0.19526824378967286","0.27618902955055236","0.27618902955055236","0.27618902955055236","0.19502273502349854","0.19502273502349854","0.19502273502349854","0.23508156371116637","0.23508156371116637","0.23508156371116637","3.495047981262207","3.495047981262207","3.495047981262207","0.22679994134902953","0.22679994134902953","0.22679994134902953"
"50","0.19487485618591308","0.19487485618591308","0.19487485618591308","0.2552072546482086","0.2552072546482086","0.2552072546482086","0.20086514217853546","0.20086514217853546","0.20086514217853546","0.23696744642257692","0.23696744642257692","0.23696744642257692","3.484199768447876","3.484199768447876","3.484199768447876","0.2197113882303238","0.2197113882303238","0.2197113882303238"
"51","0.18429092693328858","0.18429092693328858","0.18429092693328858","0.23200755605697632","0.23200755605697632","0.23200755605697632","0.18374318561553954","0.18374318561553954","0.18374318561553954","0.2026778654575348","0.2026778654575348","0.2026778654575348","3.4786541313171386","3.4786541313171386","3.4786541313171386","0.19051804041862488","0.19051804041862488","0.19051804041862488"
"52","","","","0.22296724305152893","0.22296724305152893","0.22296724305152893","0.20824746332168578","0.20824746332168578","0.20824746332168578","0.18793701971769333","0.18793701971769333","0.18793701971769333","3.464059019088745","3.464059019088745","3.464059019088745","0.19087722463607787","0.19087722463607787","0.19087722463607787"
"53","","","","0.21994861664772034","0.21994861664772034","0.21994861664772034","0.18056463494300842","0.18056463494300842","0.18056463494300842","0.1882329041004181","0.1882329041004181","0.1882329041004181","3.451453493118286","3.451453493118286","3.451453493118286","0.17811669569015504","0.17811669569015504","0.17811669569015504"
"54","","","","0.2093502938270569","0.2093502938270569","0.2093502938270569","0.16914907953739167","0.16914907953739167","0.16914907953739167","0.17113454360961913","0.17113454360961913","0.17113454360961913","3.4445525917053224","3.4445525917053224","3.4445525917053224","0.18542839872837066","0.18542839872837066","0.18542839872837066"
"55","","","","0.19603885791301728","0.19603885791301728","0.19603885791301728","0.16144357132911683","0.16144357132911683","0.16144357132911683","0.1621208365559578","0.1621208365559578","0.1621208365559578","3.4316608585357664","3.4316608585357664","3.4316608585357664","0.180850834107399","0.180850834107399","0.180850834107399"
"56","","","","0.19579596948623657","0.19579596948623657","0.19579596948623657","0.1737307056903839","0.1737307056903839","0.1737307056903839","0.15191227123737336","0.15191227123737336","0.15191227123737336","3.426850411224365","3.426850411224365","3.426850411224365","0.15471638431549073","0.15471638431549073","0.15471638431549073"
"57","","","","0.17781538186073303","0.17781538186073303","0.17781538186073303","0.15395438046455384","0.15395438046455384","0.15395438046455384","0.15210762977600098","0.15210762977600098","0.15210762977600098","3.416426377105713","3.416426377105713","3.416426377105713","0.16216351745128632","0.16216351745128632","0.16216351745128632"
"58","","","","0.16669414744377137","0.16669414744377137","0.16669414744377137","0.14892773199081422","0.14892773199081422","0.14892773199081422","0.1834205543756485","0.1834205543756485","0.1834205543756485","3.40192868309021","3.40192868309021","3.40192868309021","0.16901902146339418","0.16901902146339418","0.16901902146339418"
"59","","","","0.16658154315948487","0.16658154315948487","0.16658154315948487","0.1388152870297432","0.1388152870297432","0.1388152870297432","0.15264094854593277","0.15264094854593277","0.15264094854593277","3.398516285705566","3.398516285705566","3.398516285705566","0.13882725119590758","0.13882725119590758","0.13882725119590758"
"60","","","","0.152371720123291","0.152371720123291","0.152371720123291","0.11749519305229188","0.11749519305229188","0.11749519305229188","","","","3.3832845726013185","3.3832845726013185","3.3832845726013185","0.13776887049674988","0.13776887049674988","0.13776887049674988"
"61","","","","0.1553365919113159","0.1553365919113159","0.1553365919113159","0.1275390365123749","0.1275390365123749","0.1275390365123749","","","","3.374549743270874","3.374549743270874","3.374549743270874","","",""
"62","","","","0.15338488085269927","0.15338488085269927","0.15338488085269927","0.1186304946422577","0.1186304946422577","0.1186304946422577","","","","3.3664070041656493","3.3664070041656493","3.3664070041656493","","",""
"63","","","","0.15099204528331756","0.15099204528331756","0.15099204528331756","","","","","","","3.3576682495117187","3.3576682495117187","3.3576682495117187","","",""
"64","","","","","","","","","","","","","3.3513826053619384","3.3513826053619384","3.3513826053619384","","",""
"65","","","","","","","","","","","","","3.3440746253967286","3.3440746253967286","3.3440746253967286","","",""
"66","","","","","","","","","","","","","3.3343647243499754","3.3343647243499754","3.3343647243499754","","",""
"67","","","","","","","","","","","","","3.3266110855102538","3.3266110855102538","3.3266110855102538","","",""
"68","","","","","","","","","","","","","3.3165809398651125","3.3165809398651125","3.3165809398651125","","",""
"69","","","","","","","","","","","","","3.3082879230499267","3.3082879230499267","3.3082879230499267","","",""
"70","","","","","","","","","","","","","3.299717443847656","3.299717443847656","3.299717443847656","","",""
"71","","","","","","","","","","","","","3.2948232788085936","3.2948232788085936","3.2948232788085936","","",""
"72","","","","","","","","","","","","","3.288145585632324","3.288145585632324","3.288145585632324","","",""
"73","","","","","","","","","","","","","3.2764670219421386","3.2764670219421386","3.2764670219421386","","",""
"74","","","","","","","","","","","","","3.266749966430664","3.266749966430664","3.266749966430664","","",""
"75","","","","","","","","","","","","","3.266275087738037","3.266275087738037","3.266275087738037","","",""
"76","","","","","","","","","","","","","3.256127172088623","3.256127172088623","3.256127172088623","","",""
"77","","","","","","","","","","","","","3.2488902614593504","3.2488902614593504","3.2488902614593504","","",""
"78","","","","","","","","","","","","","3.2387229263305666","3.2387229263305666","3.2387229263305666","","",""
"79","","","","","","","","","","","","","3.238223140335083","3.238223140335083","3.238223140335083","","",""
"80","","","","","","","","","","","","","3.226187187194824","3.226187187194824","3.226187187194824","","",""
"81","","","","","","","","","","","","","3.2221365425109862","3.2221365425109862","3.2221365425109862","","",""
"82","","","","","","","","","","","","","3.2147150531768798","3.2147150531768798","3.2147150531768798","","",""
"83","","","","","","","","","","","","","3.208484796142578","3.208484796142578","3.208484796142578","","",""
"84","","","","","","","","","","","","","3.2009087059020995","3.2009087059020995","3.2009087059020995","","",""
"85","","","","","","","","","","","","","3.197178833770752","3.197178833770752","3.197178833770752","","",""
"86","","","","","","","","","","","","","3.1873910766601563","3.1873910766601563","3.1873910766601563","","",""
"87","","","","","","","","","","","","","3.1816452114105225","3.1816452114105225","3.1816452114105225","","",""
"88","","","","","","","","","","","","","3.171424119567871","3.171424119567871","3.171424119567871","","",""
"89","","","","","","","","","","","","","3.1673528533935547","3.1673528533935547","3.1673528533935547","","",""
"90","","","","","","","","","","","","","3.1623412117004395","3.1623412117004395","3.1623412117004395","","",""
"91","","","","","","","","","","","","","3.1587615921020507","3.1587615921020507","3.1587615921020507","","",""
"92","","","","","","","","","","","","","3.1467708835601806","3.1467708835601806","3.1467708835601806","","",""
"93","","","","","","","","","","","","","3.144096070861816","3.144096070861816","3.144096070861816","","",""
"94","","","","","","","","","","","","","3.13799998626709","3.13799998626709","3.13799998626709","","",""
"95","","","","","","","","","","","","","3.135717527770996","3.135717527770996","3.135717527770996","","",""
"96","","","","","","","","","","","","","3.124872388076782","3.124872388076782","3.124872388076782","","",""
"97","","","","","","","","","","","","","3.125666562652588","3.125666562652588","3.125666562652588","","",""
"98","","","","","","","","","","","","","3.1142364925384523","3.1142364925384523","3.1142364925384523","","",""
"99","","","","","","","","","","","","","3.112441796875","3.112441796875","3.112441796875","","",""
"100","","","","","","","","","","","","","3.105194669723511","3.105194669723511","3.105194669723511","","",""
"101","","","","","","","","","","","","","3.0947615524291994","3.0947615524291994","3.0947615524291994","","",""
"102","","","","","","","","","","","","","3.090483106994629","3.090483106994629","3.090483106994629","","",""
"103","","","","","","","","","","","","","3.0834506370544434","3.0834506370544434","3.0834506370544434","","",""
"104","","","","","","","","","","","","","3.07883295249939","3.07883295249939","3.07883295249939","","",""
"105","","","","","","","","","","","","","3.0724466609954835","3.0724466609954835","3.0724466609954835","","",""
"106","","","","","","","","","","","","","3.0706014221191404","3.0706014221191404","3.0706014221191404","","",""
"107","","","","","","","","","","","","","3.0640219299316405","3.0640219299316405","3.0640219299316405","","",""
"108","","","","","","","","","","","","","3.059802714538574","3.059802714538574","3.059802714538574","","",""
"109","","","","","","","","","","","","","3.049803885650635","3.049803885650635","3.049803885650635","","",""
"110","","","","","","","","","","","","","3.0424147815704345","3.0424147815704345","3.0424147815704345","","",""
"111","","","","","","","","","","","","","3.036542749786377","3.036542749786377","3.036542749786377","","",""
"112","","","","","","","","","","","","","3.028540564727783","3.028540564727783","3.028540564727783","","",""
"113","","","","","","","","","","","","","3.0254495979309084","3.0254495979309084","3.0254495979309084","","",""
"114","","","","","","","","","","","","","3.0232960334777834","3.0232960334777834","3.0232960334777834","","",""
"115","","","","","","","","","","","","","3.0184175872802737","3.0184175872802737","3.0184175872802737","","",""
"116","","","","","","","","","","","","","3.013615826034546","3.013615826034546","3.013615826034546","","",""
"117","","","","","","","","","","","","","3.005415980911255","3.005415980911255","3.005415980911255","","",""
"118","","","","","","","","","","","","","3.0050186431884764","3.0050186431884764","3.0050186431884764","","",""
"119","","","","","","","","","","","","","2.993620817565918","2.993620817565918","2.993620817565918","","",""
"120","","","","","","","","","","","","","2.991975514602661","2.991975514602661","2.991975514602661","","",""
"121","","","","","","","","","","","","","2.98452201461792","2.98452201461792","2.98452201461792","","",""
"122","","","","","","","","","","","","","2.9804335433959963","2.9804335433959963","2.9804335433959963","","",""
"123","","","","","","","","","","","","","2.97600189743042","2.97600189743042","2.97600189743042","","",""
"124","","","","","","","","","","","","","2.96668600769043","2.96668600769043","2.96668600769043","","",""
"125","","","","","","","","","","","","","2.966417160797119","2.966417160797119","2.966417160797119","","",""
"126","","","","","","","","","","","","","2.9594320819854736","2.9594320819854736","2.9594320819854736","","",""
"127","","","","","","","","","","","","","2.952822245788574","2.952822245788574","2.952822245788574","","",""
"128","","","","","","","","","","","","","2.95001120223999","2.95001120223999","2.95001120223999","","",""
"129","","","","","","","","","","","","","2.93933204498291","2.93933204498291","2.93933204498291","","",""
"130","","","","","","","","","","","","","2.9411967182159424","2.9411967182159424","2.9411967182159424","","",""
"131","","","","","","","","","","","","","2.9306242797851563","2.9306242797851563","2.9306242797851563","","",""
"132","","","","","","","","","","","","","2.927006698989868","2.927006698989868","2.927006698989868","","",""
"133","","","","","","","","","","","","","2.9311825706481933","2.9311825706481933","2.9311825706481933","","",""
