"Step","ResNet-18_cifar10_lion_1024 - train/loss","ResNet-18_cifar10_lion_1024 - train/loss__MIN","ResNet-18_cifar10_lion_1024 - train/loss__MAX","ResNet-18_cifar10_adafactor_1024 - train/loss","ResNet-18_cifar10_adafactor_1024 - train/loss__MIN","ResNet-18_cifar10_adafactor_1024 - train/loss__MAX","ResNet-18_cifar10_adamw_1024 - train/loss","ResNet-18_cifar10_adamw_1024 - train/loss__MIN","ResNet-18_cifar10_adamw_1024 - train/loss__MAX","ResNet-18_cifar10_adam-mini_1024 - train/loss","ResNet-18_cifar10_adam-mini_1024 - train/loss__MIN","ResNet-18_cifar10_adam-mini_1024 - train/loss__MAX","ResNet-18_cifar10_sgd_1024 - train/loss","ResNet-18_cifar10_sgd_1024 - train/loss__MIN","ResNet-18_cifar10_sgd_1024 - train/loss__MAX","ResNet-18_cifar10_adam_1024 - train/loss","ResNet-18_cifar10_adam_1024 - train/loss__MIN","ResNet-18_cifar10_adam_1024 - train/loss__MAX"
"0","2.0493777198791503","2.0493777198791503","2.0493777198791503","1.9661598300933838","1.9661598300933838","1.9661598300933838","1.8354815837860108","1.8354815837860108","1.8354815837860108","1.8452751348495484","1.8452751348495484","1.8452751348495484","2.087902327346802","2.087902327346802","2.087902327346802","1.833544970703125","1.833544970703125","1.833544970703125"
"1","1.5770150814056396","1.5770150814056396","1.5770150814056396","1.4838768005371095","1.4838768005371095","1.4838768005371095","1.4468628681182862","1.4468628681182862","1.4468628681182862","1.4563288558959961","1.4563288558959961","1.4563288558959961","1.6799537590026856","1.6799537590026856","1.6799537590026856","1.4390613414764404","1.4390613414764404","1.4390613414764404"
"2","1.3915661329269409","1.3915661329269409","1.3915661329269409","1.246939001083374","1.246939001083374","1.246939001083374","1.2448537349700928","1.2448537349700928","1.2448537349700928","1.2533090658187866","1.2533090658187866","1.2533090658187866","1.468760714530945","1.468760714530945","1.468760714530945","1.2366190494537352","1.2366190494537352","1.2366190494537352"
"3","1.197954006958008","1.197954006958008","1.197954006958008","1.0789554782867432","1.0789554782867432","1.0789554782867432","1.0921148443222046","1.0921148443222046","1.0921148443222046","1.0951413290023804","1.0951413290023804","1.0951413290023804","1.3127133052825928","1.3127133052825928","1.3127133052825928","1.0661122102737426","1.0661122102737426","1.0661122102737426"
"4","1.0354352462768555","1.0354352462768555","1.0354352462768555","0.9377978561401367","0.9377978561401367","0.9377978561401367","0.9987092568397522","0.9987092568397522","0.9987092568397522","0.9440672983169556","0.9440672983169556","0.9440672983169556","1.163048613357544","1.163048613357544","1.163048613357544","0.941502193069458","0.941502193069458","0.941502193069458"
"5","0.8947028444290162","0.8947028444290162","0.8947028444290162","0.8260894693374634","0.8260894693374634","0.8260894693374634","0.822146999168396","0.822146999168396","0.822146999168396","0.8465850714683533","0.8465850714683533","0.8465850714683533","1.1202937626838685","1.1202937626838685","1.1202937626838685","0.8126880619049073","0.8126880619049073","0.8126880619049073"
"6","0.7689064987182617","0.7689064987182617","0.7689064987182617","0.7172983404159546","0.7172983404159546","0.7172983404159546","0.7410103233337403","0.7410103233337403","0.7410103233337403","0.7612414506912232","0.7612414506912232","0.7612414506912232","0.8771879108428955","0.8771879108428955","0.8771879108428955","0.704558090877533","0.704558090877533","0.704558090877533"
"7","0.6664839225769043","0.6664839225769043","0.6664839225769043","0.630802806854248","0.630802806854248","0.630802806854248","0.6542629909515381","0.6542629909515381","0.6542629909515381","0.6647366102218628","0.6647366102218628","0.6647366102218628","0.7962788885116577","0.7962788885116577","0.7962788885116577","0.6509947229385376","0.6509947229385376","0.6509947229385376"
"8","0.5793809184074402","0.5793809184074402","0.5793809184074402","0.5728596633434295","0.5728596633434295","0.5728596633434295","0.611866936969757","0.611866936969757","0.611866936969757","0.5973091382980347","0.5973091382980347","0.5973091382980347","0.6961937871932984","0.6961937871932984","0.6961937871932984","0.5797874921798706","0.5797874921798706","0.5797874921798706"
"9","0.51059458694458","0.51059458694458","0.51059458694458","0.5133273894309998","0.5133273894309998","0.5133273894309998","0.566897149848938","0.566897149848938","0.566897149848938","0.5721337388038635","0.5721337388038635","0.5721337388038635","0.6279743858337402","0.6279743858337402","0.6279743858337402","0.5189332001686097","0.5189332001686097","0.5189332001686097"
