"Step","ViT-Tiny_cifar100_lion_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_lion_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_lion_512 - memory/train_peak_gpu_memory_mb__MAX","ViT-Tiny_cifar100_adafactor_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_adafactor_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_adafactor_512 - memory/train_peak_gpu_memory_mb__MAX","ViT-Tiny_cifar100_adamw_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_adamw_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_adamw_512 - memory/train_peak_gpu_memory_mb__MAX","ViT-Tiny_cifar100_adam-mini_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_adam-mini_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_adam-mini_512 - memory/train_peak_gpu_memory_mb__MAX","ViT-Tiny_cifar100_sgd_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_sgd_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_sgd_512 - memory/train_peak_gpu_memory_mb__MAX","ViT-Tiny_cifar100_adam_512 - memory/train_peak_gpu_memory_mb","ViT-Tiny_cifar100_adam_512 - memory/train_peak_gpu_memory_mb__MIN","ViT-Tiny_cifar100_adam_512 - memory/train_peak_gpu_memory_mb__MAX"
"10","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"11","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"12","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"13","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"14","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"15","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"16","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"17","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"18","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"19","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"20","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"21","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"22","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"23","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"24","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"25","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"26","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"27","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"28","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"29","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"30","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"31","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"32","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"33","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"34","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"35","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"36","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"37","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"38","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"39","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"40","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"41","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"42","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"43","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"44","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"45","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"46","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"47","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"48","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"49","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"50","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"51","5043.36669921875","5043.36669921875","5043.36669921875","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"52","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"53","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"54","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"55","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"56","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"57","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"58","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"59","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","5043.64111328125","5043.64111328125","5043.64111328125","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"60","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","","","","5043.36669921875","5043.36669921875","5043.36669921875","5063.912109375","5063.912109375","5063.912109375"
"61","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"62","","","","5043.75927734375","5043.75927734375","5043.75927734375","5063.912109375","5063.912109375","5063.912109375","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"63","","","","5043.75927734375","5043.75927734375","5043.75927734375","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"64","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"65","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"66","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"67","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"68","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"69","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"70","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"71","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"72","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"73","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"74","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"75","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"76","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"77","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"78","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"79","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"80","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"81","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"82","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"83","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"84","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"85","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"86","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"87","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"88","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"89","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"90","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"91","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"92","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"93","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"94","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"95","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"96","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"97","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"98","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"99","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"100","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"101","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"102","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"103","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"104","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"105","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"106","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"107","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"108","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"109","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"110","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"111","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"112","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"113","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"114","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"115","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"116","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"117","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"118","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"119","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"120","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"121","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"122","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"123","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"124","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"125","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"126","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"127","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"128","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"129","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"130","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"131","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"132","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"133","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"134","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"135","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"136","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"137","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"138","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"139","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"140","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"141","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"142","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"143","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"144","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"145","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"146","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"147","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"148","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"149","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"150","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
"151","","","","","","","","","","","","","5043.36669921875","5043.36669921875","5043.36669921875","","",""
