"Step","ViT-Tiny_cifar10_lion_1024 - time_total/seconds","ViT-Tiny_cifar10_lion_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_lion_1024 - time_total/seconds__MAX","ViT-Tiny_cifar10_adafactor_1024 - time_total/seconds","ViT-Tiny_cifar10_adafactor_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_adafactor_1024 - time_total/seconds__MAX","ViT-Tiny_cifar10_adamw_1024 - time_total/seconds","ViT-Tiny_cifar10_adamw_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_adamw_1024 - time_total/seconds__MAX","ViT-Tiny_cifar10_adam-mini_1024 - time_total/seconds","ViT-Tiny_cifar10_adam-mini_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_adam-mini_1024 - time_total/seconds__MAX","ViT-Tiny_cifar10_sgd_1024 - time_total/seconds","ViT-Tiny_cifar10_sgd_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_sgd_1024 - time_total/seconds__MAX","ViT-Tiny_cifar10_adam_1024 - time_total/seconds","ViT-Tiny_cifar10_adam_1024 - time_total/seconds__MIN","ViT-Tiny_cifar10_adam_1024 - time_total/seconds__MAX"
"15","4.266111135482788","4.266111135482788","4.266111135482788","4.453229665756226","4.453229665756226","4.453229665756226","4.216371059417725","4.216371059417725","4.216371059417725","4.284380674362183","4.284380674362183","4.284380674362183","4.07908034324646","4.07908034324646","4.07908034324646","4.162604331970215","4.162604331970215","4.162604331970215"
"16","4.256876230239868","4.256876230239868","4.256876230239868","4.458156585693359","4.458156585693359","4.458156585693359","4.130060195922852","4.130060195922852","4.130060195922852","4.275758504867554","4.275758504867554","4.275758504867554","4.257796287536621","4.257796287536621","4.257796287536621","4.161159038543701","4.161159038543701","4.161159038543701"
"17","4.260517597198486","4.260517597198486","4.260517597198486","4.450564384460449","4.450564384460449","4.450564384460449","4.130268573760986","4.130268573760986","4.130268573760986","4.281627416610718","4.281627416610718","4.281627416610718","4.257597208023071","4.257597208023071","4.257597208023071","4.197502374649048","4.197502374649048","4.197502374649048"
"18","4.255922794342041","4.255922794342041","4.255922794342041","4.4581732749938965","4.4581732749938965","4.4581732749938965","4.119769334793091","4.119769334793091","4.119769334793091","4.281304359436035","4.281304359436035","4.281304359436035","4.260174989700317","4.260174989700317","4.260174989700317","4.223106861114502","4.223106861114502","4.223106861114502"
"19","4.272242307662964","4.272242307662964","4.272242307662964","4.460620403289795","4.460620403289795","4.460620403289795","4.289243698120117","4.289243698120117","4.289243698120117","4.274458408355713","4.274458408355713","4.274458408355713","4.2654759883880615","4.2654759883880615","4.2654759883880615","4.316878080368042","4.316878080368042","4.316878080368042"
"20","4.208575963973999","4.208575963973999","4.208575963973999","4.458084344863892","4.458084344863892","4.458084344863892","4.281508922576904","4.281508922576904","4.281508922576904","4.2732648849487305","4.2732648849487305","4.2732648849487305","4.261348247528076","4.261348247528076","4.261348247528076","4.32317852973938","4.32317852973938","4.32317852973938"
"21","4.154193162918091","4.154193162918091","4.154193162918091","4.454395532608032","4.454395532608032","4.454395532608032","4.290472030639648","4.290472030639648","4.290472030639648","4.273658275604248","4.273658275604248","4.273658275604248","4.258421182632446","4.258421182632446","4.258421182632446","4.314926624298096","4.314926624298096","4.314926624298096"
"22","4.167801856994629","4.167801856994629","4.167801856994629","4.452575206756592","4.452575206756592","4.452575206756592","4.2905097007751465","4.2905097007751465","4.2905097007751465","4.277492046356201","4.277492046356201","4.277492046356201","4.082097053527832","4.082097053527832","4.082097053527832","4.3236658573150635","4.3236658573150635","4.3236658573150635"
"23","4.257747650146484","4.257747650146484","4.257747650146484","4.374968528747559","4.374968528747559","4.374968528747559","4.221843957901001","4.221843957901001","4.221843957901001","4.283300399780273","4.283300399780273","4.283300399780273","4.177272081375122","4.177272081375122","4.177272081375122","4.3197996616363525","4.3197996616363525","4.3197996616363525"
"24","4.2809669971466064","4.2809669971466064","4.2809669971466064","4.3705127239227295","4.3705127239227295","4.3705127239227295","4.216220855712891","4.216220855712891","4.216220855712891","4.191007614135742","4.191007614135742","4.191007614135742","4.174959182739258","4.174959182739258","4.174959182739258","4.296104192733765","4.296104192733765","4.296104192733765"
"25","4.263413906097412","4.263413906097412","4.263413906097412","4.373467206954956","4.373467206954956","4.373467206954956","4.228772401809692","4.228772401809692","4.228772401809692","4.188171625137329","4.188171625137329","4.188171625137329","4.184032201766968","4.184032201766968","4.184032201766968","4.138004541397095","4.138004541397095","4.138004541397095"
"26","4.251399755477905","4.251399755477905","4.251399755477905","4.3699562549591064","4.3699562549591064","4.3699562549591064","4.114294528961182","4.114294528961182","4.114294528961182","4.189957618713379","4.189957618713379","4.189957618713379","4.188786745071411","4.188786745071411","4.188786745071411","4.234174966812134","4.234174966812134","4.234174966812134"
"27","4.258435487747192","4.258435487747192","4.258435487747192","4.5271995067596436","4.5271995067596436","4.5271995067596436","4.1137824058532715","4.1137824058532715","4.1137824058532715","4.28636908531189","4.28636908531189","4.28636908531189","4.1795477867126465","4.1795477867126465","4.1795477867126465","4.237515211105347","4.237515211105347","4.237515211105347"
"28","4.259198904037476","4.259198904037476","4.259198904037476","4.523446798324585","4.523446798324585","4.523446798324585","4.221510887145996","4.221510887145996","4.221510887145996","4.280123710632324","4.280123710632324","4.280123710632324","4.1722657680511475","4.1722657680511475","4.1722657680511475","4.234191417694092","4.234191417694092","4.234191417694092"
"29","4.262791872024536","4.262791872024536","4.262791872024536","4.519770860671997","4.519770860671997","4.519770860671997","4.2144060134887695","4.2144060134887695","4.2144060134887695","4.285250902175903","4.285250902175903","4.285250902175903","4.178710460662842","4.178710460662842","4.178710460662842","4.246728897094727","4.246728897094727","4.246728897094727"
"30","4.248398542404175","4.248398542404175","4.248398542404175","4.533435583114624","4.533435583114624","4.533435583114624","4.211263418197632","4.211263418197632","4.211263418197632","4.2778730392456055","4.2778730392456055","4.2778730392456055","4.105849027633667","4.105849027633667","4.105849027633667","4.246120452880859","4.246120452880859","4.246120452880859"
"31","4.2623841762542725","4.2623841762542725","4.2623841762542725","4.529053211212158","4.529053211212158","4.529053211212158","4.217283010482788","4.217283010482788","4.217283010482788","4.277787446975708","4.277787446975708","4.277787446975708","4.089470624923706","4.089470624923706","4.089470624923706","4.247613430023193","4.247613430023193","4.247613430023193"
"32","4.223109006881714","4.223109006881714","4.223109006881714","4.503842353820801","4.503842353820801","4.503842353820801","4.216878652572632","4.216878652572632","4.216878652572632","4.279953718185425","4.279953718185425","4.279953718185425","4.172350168228149","4.172350168228149","4.172350168228149","4.231499910354614","4.231499910354614","4.231499910354614"
"33","4.168572425842285","4.168572425842285","4.168572425842285","4.484585762023926","4.484585762023926","4.484585762023926","4.212559938430786","4.212559938430786","4.212559938430786","4.286035776138306","4.286035776138306","4.286035776138306","4.17060661315918","4.17060661315918","4.17060661315918","4.239983558654785","4.239983558654785","4.239983558654785"
"34","4.176402807235718","4.176402807235718","4.176402807235718","4.467394828796387","4.467394828796387","4.467394828796387","4.216501235961914","4.216501235961914","4.216501235961914","4.286650657653809","4.286650657653809","4.286650657653809","4.171247959136963","4.171247959136963","4.171247959136963","4.242870330810547","4.242870330810547","4.242870330810547"
"35","4.215856313705444","4.215856313705444","4.215856313705444","4.462939500808716","4.462939500808716","4.462939500808716","4.219455003738403","4.219455003738403","4.219455003738403","4.2803120613098145","4.2803120613098145","4.2803120613098145","4.182811260223389","4.182811260223389","4.182811260223389","4.2295873165130615","4.2295873165130615","4.2295873165130615"
"36","4.258444547653198","4.258444547653198","4.258444547653198","4.4675116539001465","4.4675116539001465","4.4675116539001465","4.204071998596191","4.204071998596191","4.204071998596191","4.192756175994873","4.192756175994873","4.192756175994873","4.176337242126465","4.176337242126465","4.176337242126465","4.151933908462524","4.151933908462524","4.151933908462524"
"37","4.253268718719482","4.253268718719482","4.253268718719482","4.464514255523682","4.464514255523682","4.464514255523682","4.149630069732666","4.149630069732666","4.149630069732666","4.187772274017334","4.187772274017334","4.187772274017334","4.178601503372192","4.178601503372192","4.178601503372192","4.1430041790008545","4.1430041790008545","4.1430041790008545"
"38","4.258768796920776","4.258768796920776","4.258768796920776","4.381633281707764","4.381633281707764","4.381633281707764","4.123327016830444","4.123327016830444","4.123327016830444","4.187303066253662","4.187303066253662","4.187303066253662","4.187878608703613","4.187878608703613","4.187878608703613","4.144452095031738","4.144452095031738","4.144452095031738"
"39","4.25916862487793","4.25916862487793","4.25916862487793","4.3767335414886475","4.3767335414886475","4.3767335414886475","4.1135170459747314","4.1135170459747314","4.1135170459747314","4.282500267028809","4.282500267028809","4.282500267028809","4.101914882659912","4.101914882659912","4.101914882659912","4.240540027618408","4.240540027618408","4.240540027618408"
"40","4.2574098110198975","4.2574098110198975","4.2574098110198975","4.369848012924194","4.369848012924194","4.369848012924194","4.216566801071167","4.216566801071167","4.216566801071167","4.287919044494629","4.287919044494629","4.287919044494629","4.075498104095459","4.075498104095459","4.075498104095459","4.235406160354614","4.235406160354614","4.235406160354614"
"41","4.254658460617065","4.254658460617065","4.254658460617065","4.370526313781738","4.370526313781738","4.370526313781738","4.208327293395996","4.208327293395996","4.208327293395996","4.284789085388184","4.284789085388184","4.284789085388184","4.152164697647095","4.152164697647095","4.152164697647095","4.238218307495117","4.238218307495117","4.238218307495117"
"42","4.258303642272949","4.258303642272949","4.258303642272949","4.472378253936768","4.472378253936768","4.472378253936768","4.217139005661011","4.217139005661011","4.217139005661011","4.278418779373169","4.278418779373169","4.278418779373169","4.183673858642578","4.183673858642578","4.183673858642578","4.229928731918335","4.229928731918335","4.229928731918335"
"43","4.257733106613159","4.257733106613159","4.257733106613159","4.467510223388672","4.467510223388672","4.467510223388672","4.204875469207764","4.204875469207764","4.204875469207764","4.288050651550293","4.288050651550293","4.288050651550293","4.176547050476074","4.176547050476074","4.176547050476074","4.242974042892456","4.242974042892456","4.242974042892456"
"44","4.1605165004730225","4.1605165004730225","4.1605165004730225","4.470141410827637","4.470141410827637","4.470141410827637","4.216723680496216","4.216723680496216","4.216723680496216","4.271421432495117","4.271421432495117","4.271421432495117","4.171147584915161","4.171147584915161","4.171147584915161","4.2304229736328125","4.2304229736328125","4.2304229736328125"
"45","4.1657984256744385","4.1657984256744385","4.1657984256744385","4.470642566680908","4.470642566680908","4.470642566680908","4.214958667755127","4.214958667755127","4.214958667755127","4.356318950653076","4.356318950653076","4.356318950653076","4.176435947418213","4.176435947418213","4.176435947418213","4.234946966171265","4.234946966171265","4.234946966171265"
"46","4.205639600753784","4.205639600753784","4.205639600753784","4.467956781387329","4.467956781387329","4.467956781387329","4.210619688034058","4.210619688034058","4.210619688034058","4.295109272003174","4.295109272003174","4.295109272003174","4.170250415802002","4.170250415802002","4.170250415802002","4.23258638381958","4.23258638381958","4.23258638381958"
"47","4.256200790405273","4.256200790405273","4.256200790405273","4.479504108428955","4.479504108428955","4.479504108428955","4.22073769569397","4.22073769569397","4.22073769569397","4.20954155921936","4.20954155921936","4.20954155921936","4.1767189502716064","4.1767189502716064","4.1767189502716064","4.2419891357421875","4.2419891357421875","4.2419891357421875"
"48","4.256014347076416","4.256014347076416","4.256014347076416","4.455021381378174","4.455021381378174","4.455021381378174","4.149615049362183","4.149615049362183","4.149615049362183","4.176247835159302","4.176247835159302","4.176247835159302","4.108764410018921","4.108764410018921","4.108764410018921","4.192431926727295","4.192431926727295","4.192431926727295"
"49","4.258591175079346","4.258591175079346","4.258591175079346","4.465467691421509","4.465467691421509","4.465467691421509","4.112924337387085","4.112924337387085","4.112924337387085","4.177248239517212","4.177248239517212","4.177248239517212","4.115942001342773","4.115942001342773","4.115942001342773","4.143715858459473","4.143715858459473","4.143715858459473"
"50","4.260408163070679","4.260408163070679","4.260408163070679","4.464920520782471","4.464920520782471","4.464920520782471","4.124046087265015","4.124046087265015","4.124046087265015","4.327934980392456","4.327934980392456","4.327934980392456","4.152123689651489","4.152123689651489","4.152123689651489","4.150618314743042","4.150618314743042","4.150618314743042"
"51","4.257004261016846","4.257004261016846","4.257004261016846","4.459718942642212","4.459718942642212","4.459718942642212","4.205644845962524","4.205644845962524","4.205644845962524","4.351174592971802","4.351174592971802","4.351174592971802","4.156785726547241","4.156785726547241","4.156785726547241","4.219022989273071","4.219022989273071","4.219022989273071"
"52","4.261011362075806","4.261011362075806","4.261011362075806","4.45592999458313","4.45592999458313","4.45592999458313","4.2152955532073975","4.2152955532073975","4.2152955532073975","4.278213977813721","4.278213977813721","4.278213977813721","4.177629709243774","4.177629709243774","4.177629709243774","4.249432563781738","4.249432563781738","4.249432563781738"
"53","4.264021873474121","4.264021873474121","4.264021873474121","4.459232807159424","4.459232807159424","4.459232807159424","4.201672554016113","4.201672554016113","4.201672554016113","4.281583309173584","4.281583309173584","4.281583309173584","4.177894353866577","4.177894353866577","4.177894353866577","4.233936548233032","4.233936548233032","4.233936548233032"
"54","4.25142240524292","4.25142240524292","4.25142240524292","4.4500908851623535","4.4500908851623535","4.4500908851623535","4.209454298019409","4.209454298019409","4.209454298019409","4.290343999862671","4.290343999862671","4.290343999862671","4.174985885620117","4.174985885620117","4.174985885620117","4.2343666553497314","4.2343666553497314","4.2343666553497314"
"55","4.248630523681641","4.248630523681641","4.248630523681641","4.464468955993652","4.464468955993652","4.464468955993652","4.210421085357666","4.210421085357666","4.210421085357666","4.27153468132019","4.27153468132019","4.27153468132019","4.170837640762329","4.170837640762329","4.170837640762329","4.236356258392334","4.236356258392334","4.236356258392334"
"56","4.162637948989868","4.162637948989868","4.162637948989868","4.460089445114136","4.460089445114136","4.460089445114136","4.212790489196777","4.212790489196777","4.212790489196777","4.180267095565796","4.180267095565796","4.180267095565796","4.101308107376099","4.101308107376099","4.101308107376099","4.246220350265503","4.246220350265503","4.246220350265503"
"57","4.159016847610474","4.159016847610474","4.159016847610474","4.463834285736084","4.463834285736084","4.463834285736084","4.217671871185303","4.217671871185303","4.217671871185303","4.187071800231934","4.187071800231934","4.187071800231934","4.106986999511719","4.106986999511719","4.106986999511719","4.2296295166015625","4.2296295166015625","4.2296295166015625"
"58","4.211884260177612","4.211884260177612","4.211884260177612","4.466235637664795","4.466235637664795","4.466235637664795","4.2173285484313965","4.2173285484313965","4.2173285484313965","4.257817506790161","4.257817506790161","4.257817506790161","4.171938896179199","4.171938896179199","4.171938896179199","4.234744071960449","4.234744071960449","4.234744071960449"
"59","4.257121562957764","4.257121562957764","4.257121562957764","4.36921501159668","4.36921501159668","4.36921501159668","4.1448469161987305","4.1448469161987305","4.1448469161987305","4.281242609024048","4.281242609024048","4.281242609024048","4.152774810791016","4.152774810791016","4.152774810791016","4.241251230239868","4.241251230239868","4.241251230239868"
"60","4.2510666847229","4.2510666847229","4.2510666847229","4.364882946014404","4.364882946014404","4.364882946014404","4.121038436889648","4.121038436889648","4.121038436889648","4.279732704162598","4.279732704162598","4.279732704162598","4.1567466259002686","4.1567466259002686","4.1567466259002686","4.192784547805786","4.192784547805786","4.192784547805786"
"61","4.340207099914551","4.340207099914551","4.340207099914551","4.366495132446289","4.366495132446289","4.366495132446289","4.198837041854858","4.198837041854858","4.198837041854858","4.283292055130005","4.283292055130005","4.283292055130005","4.198010206222534","4.198010206222534","4.198010206222534","4.147723913192749","4.147723913192749","4.147723913192749"
"62","4.330072402954102","4.330072402954102","4.330072402954102","4.449407577514648","4.449407577514648","4.449407577514648","4.183254241943359","4.183254241943359","4.183254241943359","4.272476434707642","4.272476434707642","4.272476434707642","4.174137830734253","4.174137830734253","4.174137830734253","4.141495943069458","4.141495943069458","4.141495943069458"
"63","4.328997611999512","4.328997611999512","4.328997611999512","4.462223291397095","4.462223291397095","4.462223291397095","4.206810235977173","4.206810235977173","4.206810235977173","4.2765052318573","4.2765052318573","4.2765052318573","4.1721742153167725","4.1721742153167725","4.1721742153167725","4.201704978942871","4.201704978942871","4.201704978942871"
"64","4.328052520751953","4.328052520751953","4.328052520751953","4.460565090179443","4.460565090179443","4.460565090179443","4.213599920272827","4.213599920272827","4.213599920272827","4.274694204330444","4.274694204330444","4.274694204330444","4.1736297607421875","4.1736297607421875","4.1736297607421875","4.236457824707031","4.236457824707031","4.236457824707031"
"65","4.316665887832642","4.316665887832642","4.316665887832642","4.461759567260742","4.461759567260742","4.461759567260742","4.214677095413208","4.214677095413208","4.214677095413208","4.273061513900757","4.273061513900757","4.273061513900757","4.102317571640015","4.102317571640015","4.102317571640015","4.235789775848389","4.235789775848389","4.235789775848389"
"66","4.238491058349609","4.238491058349609","4.238491058349609","4.469157695770264","4.469157695770264","4.469157695770264","4.203847885131836","4.203847885131836","4.203847885131836","4.225523233413696","4.225523233413696","4.225523233413696","4.109491586685181","4.109491586685181","4.109491586685181","4.237937927246094","4.237937927246094","4.237937927246094"
"67","4.1535773277282715","4.1535773277282715","4.1535773277282715","4.45802903175354","4.45802903175354","4.45802903175354","4.205416202545166","4.205416202545166","4.205416202545166","4.181788921356201","4.181788921356201","4.181788921356201","4.180553197860718","4.180553197860718","4.180553197860718","4.228685140609741","4.228685140609741","4.228685140609741"
"68","4.2491068840026855","4.2491068840026855","4.2491068840026855","4.458550214767456","4.458550214767456","4.458550214767456","4.212341070175171","4.212341070175171","4.212341070175171","4.192873001098633","4.192873001098633","4.192873001098633","4.17020845413208","4.17020845413208","4.17020845413208","4.23056173324585","4.23056173324585","4.23056173324585"
"69","4.250359535217285","4.250359535217285","4.250359535217285","4.465062379837036","4.465062379837036","4.465062379837036","4.21190333366394","4.21190333366394","4.21190333366394","4.276686429977417","4.276686429977417","4.276686429977417","4.152128219604492","4.152128219604492","4.152128219604492","4.236566066741943","4.236566066741943","4.236566066741943"
"70","4.2500081062316895","4.2500081062316895","4.2500081062316895","4.450912714004517","4.450912714004517","4.450912714004517","4.13055682182312","4.13055682182312","4.13055682182312","4.2744140625","4.2744140625","4.2744140625","4.150379657745361","4.150379657745361","4.150379657745361","4.236176490783691","4.236176490783691","4.236176490783691"
"71","4.255184650421143","4.255184650421143","4.255184650421143","4.460838317871094","4.460838317871094","4.460838317871094","4.122140407562256","4.122140407562256","4.122140407562256","4.281977891921997","4.281977891921997","4.281977891921997","4.17008113861084","4.17008113861084","4.17008113861084","4.23732590675354","4.23732590675354","4.23732590675354"
"72","4.257658958435059","4.257658958435059","4.257658958435059","4.45506739616394","4.45506739616394","4.45506739616394","4.189239501953125","4.189239501953125","4.189239501953125","4.286063194274902","4.286063194274902","4.286063194274902","4.177607536315918","4.177607536315918","4.177607536315918","4.187414169311523","4.187414169311523","4.187414169311523"
"73","4.252639055252075","4.252639055252075","4.252639055252075","4.453553199768066","4.453553199768066","4.453553199768066","4.195242166519165","4.195242166519165","4.195242166519165","4.285263538360596","4.285263538360596","4.285263538360596","4.101497173309326","4.101497173309326","4.101497173309326","4.15259313583374","4.15259313583374","4.15259313583374"
"74","4.258746862411499","4.258746862411499","4.258746862411499","4.4639198780059814","4.4639198780059814","4.4639198780059814","4.218632936477661","4.218632936477661","4.218632936477661","4.2727673053741455","4.2727673053741455","4.2727673053741455","4.106900215148926","4.106900215148926","4.106900215148926","4.141589879989624","4.141589879989624","4.141589879989624"
"75","4.256721258163452","4.256721258163452","4.256721258163452","4.454047441482544","4.454047441482544","4.454047441482544","4.2169599533081055","4.2169599533081055","4.2169599533081055","4.2706170082092285","4.2706170082092285","4.2706170082092285","4.182110071182251","4.182110071182251","4.182110071182251","4.2048563957214355","4.2048563957214355","4.2048563957214355"
"76","4.256511449813843","4.256511449813843","4.256511449813843","4.461772203445435","4.461772203445435","4.461772203445435","4.213583707809448","4.213583707809448","4.213583707809448","4.281341552734375","4.281341552734375","4.281341552734375","4.1803388595581055","4.1803388595581055","4.1803388595581055","4.238648891448975","4.238648891448975","4.238648891448975"
"77","","","","4.458157062530518","4.458157062530518","4.458157062530518","4.2126781940460205","4.2126781940460205","4.2126781940460205","4.18611216545105","4.18611216545105","4.18611216545105","4.177231550216675","4.177231550216675","4.177231550216675","4.241016149520874","4.241016149520874","4.241016149520874"
"78","","","","4.4578680992126465","4.4578680992126465","4.4578680992126465","4.199938535690308","4.199938535690308","4.199938535690308","4.177274227142334","4.177274227142334","4.177274227142334","4.152724027633667","4.152724027633667","4.152724027633667","4.232551574707031","4.232551574707031","4.232551574707031"
"79","","","","4.368839740753174","4.368839740753174","4.368839740753174","4.207369804382324","4.207369804382324","4.207369804382324","4.27975869178772","4.27975869178772","4.27975869178772","4.151031970977783","4.151031970977783","4.151031970977783","4.24374794960022","4.24374794960022","4.24374794960022"
"80","","","","4.36223840713501","4.36223840713501","4.36223840713501","4.181776762008667","4.181776762008667","4.181776762008667","4.27298641204834","4.27298641204834","4.27298641204834","4.17498779296875","4.17498779296875","4.17498779296875","4.235710382461548","4.235710382461548","4.235710382461548"
"81","","","","4.3717687129974365","4.3717687129974365","4.3717687129974365","4.117612361907959","4.117612361907959","4.117612361907959","4.2793495655059814","4.2793495655059814","4.2793495655059814","4.17193341255188","4.17193341255188","4.17193341255188","4.234559774398804","4.234559774398804","4.234559774398804"
"82","","","","4.458932399749756","4.458932399749756","4.458932399749756","4.288828372955322","4.288828372955322","4.288828372955322","4.266616106033325","4.266616106033325","4.266616106033325","4.09340500831604","4.09340500831604","4.09340500831604","4.237222671508789","4.237222671508789","4.237222671508789"
"83","","","","4.46182918548584","4.46182918548584","4.46182918548584","4.289797067642212","4.289797067642212","4.289797067642212","4.271412372589111","4.271412372589111","4.271412372589111","4.255366563796997","4.255366563796997","4.255366563796997","4.146764278411865","4.146764278411865","4.146764278411865"
"84","","","","4.453442811965942","4.453442811965942","4.453442811965942","4.282532453536987","4.282532453536987","4.282532453536987","4.277631044387817","4.277631044387817","4.277631044387817","4.267895698547363","4.267895698547363","4.267895698547363","4.154820919036865","4.154820919036865","4.154820919036865"
"85","","","","4.4535815715789795","4.4535815715789795","4.4535815715789795","4.2951483726501465","4.2951483726501465","4.2951483726501465","4.281087160110474","4.281087160110474","4.281087160110474","4.249817609786987","4.249817609786987","4.249817609786987","4.161928176879883","4.161928176879883","4.161928176879883"
