"Step","ResNet-18_cifar10_lion_1024 - time_total/seconds","ResNet-18_cifar10_lion_1024 - time_total/seconds__MIN","ResNet-18_cifar10_lion_1024 - time_total/seconds__MAX","ResNet-18_cifar10_adafactor_1024 - time_total/seconds","ResNet-18_cifar10_adafactor_1024 - time_total/seconds__MIN","ResNet-18_cifar10_adafactor_1024 - time_total/seconds__MAX","ResNet-18_cifar10_adamw_1024 - time_total/seconds","ResNet-18_cifar10_adamw_1024 - time_total/seconds__MIN","ResNet-18_cifar10_adamw_1024 - time_total/seconds__MAX","ResNet-18_cifar10_adam-mini_1024 - time_total/seconds","ResNet-18_cifar10_adam-mini_1024 - time_total/seconds__MIN","ResNet-18_cifar10_adam-mini_1024 - time_total/seconds__MAX","ResNet-18_cifar10_sgd_1024 - time_total/seconds","ResNet-18_cifar10_sgd_1024 - time_total/seconds__MIN","ResNet-18_cifar10_sgd_1024 - time_total/seconds__MAX","ResNet-18_cifar10_adam_1024 - time_total/seconds","ResNet-18_cifar10_adam_1024 - time_total/seconds__MIN","ResNet-18_cifar10_adam_1024 - time_total/seconds__MAX"
"17","3.654391050338745","3.654391050338745","3.654391050338745","3.68789005279541","3.68789005279541","3.68789005279541","3.624690532684326","3.624690532684326","3.624690532684326","3.6391472816467285","3.6391472816467285","3.6391472816467285","3.5855772495269775","3.5855772495269775","3.5855772495269775","3.5397913455963135","3.5397913455963135","3.5397913455963135"
"18","3.6585638523101807","3.6585638523101807","3.6585638523101807","3.6933112144470215","3.6933112144470215","3.6933112144470215","3.627366781234741","3.627366781234741","3.627366781234741","3.554530143737793","3.554530143737793","3.554530143737793","3.5941455364227295","3.5941455364227295","3.5941455364227295","3.6419146060943604","3.6419146060943604","3.6419146060943604"
"19","3.5601582527160645","3.5601582527160645","3.5601582527160645","3.6911873817443848","3.6911873817443848","3.6911873817443848","3.622710943222046","3.622710943222046","3.622710943222046","3.62436842918396","3.62436842918396","3.62436842918396","3.507866144180298","3.507866144180298","3.507866144180298","3.6331820487976074","3.6331820487976074","3.6331820487976074"
"20","3.568721294403076","3.568721294403076","3.568721294403076","3.602489948272705","3.602489948272705","3.602489948272705","3.5673716068267822","3.5673716068267822","3.5673716068267822","3.6485707759857178","3.6485707759857178","3.6485707759857178","3.4948887825012207","3.4948887825012207","3.4948887825012207","3.628572463989258","3.628572463989258","3.628572463989258"
"21","3.6619467735290527","3.6619467735290527","3.6619467735290527","3.6823859214782715","3.6823859214782715","3.6823859214782715","3.535156726837158","3.535156726837158","3.535156726837158","3.6399691104888916","3.6399691104888916","3.6399691104888916","3.5938127040863037","3.5938127040863037","3.5938127040863037","3.546348810195923","3.546348810195923","3.546348810195923"
"22","3.667797565460205","3.667797565460205","3.667797565460205","3.7007088661193848","3.7007088661193848","3.7007088661193848","3.6412479877471924","3.6412479877471924","3.6412479877471924","3.5480024814605713","3.5480024814605713","3.5480024814605713","3.587759494781494","3.587759494781494","3.587759494781494","3.5475661754608154","3.5475661754608154","3.5475661754608154"
"23","3.662865400314331","3.662865400314331","3.662865400314331","3.692073106765747","3.692073106765747","3.692073106765747","3.63006329536438","3.63006329536438","3.63006329536438","3.58467960357666","3.58467960357666","3.58467960357666","3.5945160388946533","3.5945160388946533","3.5945160388946533","3.6395835876464844","3.6395835876464844","3.6395835876464844"
"24","3.5654780864715576","3.5654780864715576","3.5654780864715576","3.7057602405548096","3.7057602405548096","3.7057602405548096","3.6270058155059814","3.6270058155059814","3.6270058155059814","3.725961446762085","3.725961446762085","3.725961446762085","3.512455463409424","3.512455463409424","3.512455463409424","3.6431760787963867","3.6431760787963867","3.6431760787963867"
"25","3.5650315284729004","3.5650315284729004","3.5650315284729004","3.604767322540283","3.604767322540283","3.604767322540283","3.5391149520874023","3.5391149520874023","3.5391149520874023","3.7162487506866455","3.7162487506866455","3.7162487506866455","3.580566167831421","3.580566167831421","3.580566167831421","3.6401875019073486","3.6401875019073486","3.6401875019073486"
"26","3.659637451171875","3.659637451171875","3.659637451171875","3.6236748695373535","3.6236748695373535","3.6236748695373535","3.5395913124084473","3.5395913124084473","3.5395913124084473","3.5567896366119385","3.5567896366119385","3.5567896366119385","3.5881097316741943","3.5881097316741943","3.5881097316741943","3.5508344173431396","3.5508344173431396","3.5508344173431396"
"27","3.651484727859497","3.651484727859497","3.651484727859497","3.6978886127471924","3.6978886127471924","3.6978886127471924","3.631777048110962","3.631777048110962","3.631777048110962","3.545607566833496","3.545607566833496","3.545607566833496","3.597911834716797","3.597911834716797","3.597911834716797","3.5538432598114014","3.5538432598114014","3.5538432598114014"
"28","3.6599602699279785","3.6599602699279785","3.6599602699279785","3.6975317001342773","3.6975317001342773","3.6975317001342773","3.6355903148651123","3.6355903148651123","3.6355903148651123","3.7235898971557617","3.7235898971557617","3.7235898971557617","3.5034449100494385","3.5034449100494385","3.5034449100494385","3.644153356552124","3.644153356552124","3.644153356552124"
"29","3.56758713722229","3.56758713722229","3.56758713722229","3.701868772506714","3.701868772506714","3.701868772506714","3.63228178024292","3.63228178024292","3.63228178024292","3.7132813930511475","3.7132813930511475","3.7132813930511475","3.497180461883545","3.497180461883545","3.497180461883545","3.6339237689971924","3.6339237689971924","3.6339237689971924"
"30","3.604163408279419","3.604163408279419","3.604163408279419","3.6040596961975098","3.6040596961975098","3.6040596961975098","3.5469391345977783","3.5469391345977783","3.5469391345977783","3.55226731300354","3.55226731300354","3.55226731300354","3.6033830642700195","3.6033830642700195","3.6033830642700195","3.634936571121216","3.634936571121216","3.634936571121216"
"31","3.667619466781616","3.667619466781616","3.667619466781616","3.68259334564209","3.68259334564209","3.68259334564209","3.5321762561798096","3.5321762561798096","3.5321762561798096","3.5716443061828613","3.5716443061828613","3.5716443061828613","3.597153902053833","3.597153902053833","3.597153902053833","3.533750295639038","3.533750295639038","3.533750295639038"
"32","3.6668927669525146","3.6668927669525146","3.6668927669525146","3.699328899383545","3.699328899383545","3.699328899383545","3.631291151046753","3.631291151046753","3.631291151046753","3.6438119411468506","3.6438119411468506","3.6438119411468506","3.583456039428711","3.583456039428711","3.583456039428711","3.5555419921875","3.5555419921875","3.5555419921875"
"33","3.6596784591674805","3.6596784591674805","3.6596784591674805","3.693291425704956","3.693291425704956","3.693291425704956","3.6353044509887695","3.6353044509887695","3.6353044509887695","3.6435489654541016","3.6435489654541016","3.6435489654541016","3.5084922313690186","3.5084922313690186","3.5084922313690186","3.628166675567627","3.628166675567627","3.628166675567627"
"34","3.5671792030334473","3.5671792030334473","3.5671792030334473","3.690264940261841","3.690264940261841","3.690264940261841","3.6279187202453613","3.6279187202453613","3.6279187202453613","3.639997959136963","3.639997959136963","3.639997959136963","3.602185010910034","3.602185010910034","3.602185010910034","3.6360368728637695","3.6360368728637695","3.6360368728637695"
"35","3.612616539001465","3.612616539001465","3.612616539001465","3.6038644313812256","3.6038644313812256","3.6038644313812256","3.529594898223877","3.529594898223877","3.529594898223877","3.551898956298828","3.551898956298828","3.551898956298828","3.617103099822998","3.617103099822998","3.617103099822998","3.6409764289855957","3.6409764289855957","3.6409764289855957"
"36","3.6577184200286865","3.6577184200286865","3.6577184200286865","3.621382713317871","3.621382713317871","3.621382713317871","3.585577964782715","3.585577964782715","3.585577964782715","3.637200355529785","3.637200355529785","3.637200355529785","3.599730968475342","3.599730968475342","3.599730968475342","3.531517267227173","3.531517267227173","3.531517267227173"
"37","3.6606667041778564","3.6606667041778564","3.6606667041778564","3.6922099590301514","3.6922099590301514","3.6922099590301514","3.6303412914276123","3.6303412914276123","3.6303412914276123","3.6403579711914062","3.6403579711914062","3.6403579711914062","3.503173589706421","3.503173589706421","3.503173589706421","3.61472749710083","3.61472749710083","3.61472749710083"
"38","3.630399465560913","3.630399465560913","3.630399465560913","3.6909079551696777","3.6909079551696777","3.6909079551696777","3.6530494689941406","3.6530494689941406","3.6530494689941406","3.647073745727539","3.647073745727539","3.647073745727539","3.4944448471069336","3.4944448471069336","3.4944448471069336","3.637887477874756","3.637887477874756","3.637887477874756"
"39","3.5697810649871826","3.5697810649871826","3.5697810649871826","","","","3.534729242324829","3.534729242324829","3.534729242324829","3.540879249572754","3.540879249572754","3.540879249572754","3.597543239593506","3.597543239593506","3.597543239593506","3.631016969680786","3.631016969680786","3.631016969680786"
"40","","","","","","","3.5702078342437744","3.5702078342437744","3.5702078342437744","3.5384817123413086","3.5384817123413086","3.5384817123413086","3.594773530960083","3.594773530960083","3.594773530960083","3.586174726486206","3.586174726486206","3.586174726486206"
"41","","","","","","","3.706169605255127","3.706169605255127","3.706169605255127","3.6398472785949707","3.6398472785949707","3.6398472785949707","3.599968433380127","3.599968433380127","3.599968433380127","3.54428768157959","3.54428768157959","3.54428768157959"
"42","","","","","","","3.7102010250091553","3.7102010250091553","3.7102010250091553","3.6429715156555176","3.6429715156555176","3.6429715156555176","3.501128673553467","3.501128673553467","3.501128673553467","3.610671281814575","3.610671281814575","3.610671281814575"
"43","","","","","","","3.5579328536987305","3.5579328536987305","3.5579328536987305","3.6472699642181396","3.6472699642181396","3.6472699642181396","3.6047348976135254","3.6047348976135254","3.6047348976135254","","",""
"44","","","","","","","3.5354926586151123","3.5354926586151123","3.5354926586151123","3.5510876178741455","3.5510876178741455","3.5510876178741455","3.5998504161834717","3.5998504161834717","3.5998504161834717","","",""
"45","","","","","","","3.6994261741638184","3.6994261741638184","3.6994261741638184","3.564168930053711","3.564168930053711","3.564168930053711","3.603839635848999","3.603839635848999","3.603839635848999","","",""
"46","","","","","","","3.6348605155944824","3.6348605155944824","3.6348605155944824","3.651435375213623","3.651435375213623","3.651435375213623","3.5125350952148438","3.5125350952148438","3.5125350952148438","","",""
"47","","","","","","","3.5460050106048584","3.5460050106048584","3.5460050106048584","3.6430866718292236","3.6430866718292236","3.6430866718292236","3.5036373138427734","3.5036373138427734","3.5036373138427734","","",""
"48","","","","","","","3.5587480068206787","3.5587480068206787","3.5587480068206787","3.643916606903076","3.643916606903076","3.643916606903076","3.5987558364868164","3.5987558364868164","3.5987558364868164","","",""
"49","","","","","","","3.6338589191436768","3.6338589191436768","3.6338589191436768","3.551562786102295","3.551562786102295","3.551562786102295","3.6014368534088135","3.6014368534088135","3.6014368534088135","","",""
"50","","","","","","","3.626819610595703","3.626819610595703","3.626819610595703","3.6480252742767334","3.6480252742767334","3.6480252742767334","3.586881160736084","3.586881160736084","3.586881160736084","","",""
"51","","","","","","","3.630920886993408","3.630920886993408","3.630920886993408","3.6382803916931152","3.6382803916931152","3.6382803916931152","3.4991466999053955","3.4991466999053955","3.4991466999053955","","",""
"52","","","","","","","3.5374250411987305","3.5374250411987305","3.5374250411987305","3.6474997997283936","3.6474997997283936","3.6474997997283936","3.593362331390381","3.593362331390381","3.593362331390381","","",""
"53","","","","","","","3.6267523765563965","3.6267523765563965","3.6267523765563965","3.550002098083496","3.550002098083496","3.550002098083496","3.59151291847229","3.59151291847229","3.59151291847229","","",""
"54","","","","","","","3.6233444213867188","3.6233444213867188","3.6233444213867188","3.5671870708465576","3.5671870708465576","3.5671870708465576","","","","","",""
"55","","","","","","","3.629807472229004","3.629807472229004","3.629807472229004","","","","","","","","",""
"56","","","","","","","3.5211377143859863","3.5211377143859863","3.5211377143859863","","","","","","","","",""
"57","","","","","","","3.54809832572937","3.54809832572937","3.54809832572937","","","","","","","","",""
"58","","","","","","","3.6230852603912354","3.6230852603912354","3.6230852603912354","","","","","","","","",""
