"Step","ResNet-18_cifar100_lion_256 - train/loss","ResNet-18_cifar100_lion_256 - train/loss__MIN","ResNet-18_cifar100_lion_256 - train/loss__MAX","ResNet-18_cifar100_adafactor_256 - train/loss","ResNet-18_cifar100_adafactor_256 - train/loss__MIN","ResNet-18_cifar100_adafactor_256 - train/loss__MAX","ResNet-18_cifar100_adamw_256 - train/loss","ResNet-18_cifar100_adamw_256 - train/loss__MIN","ResNet-18_cifar100_adamw_256 - train/loss__MAX","ResNet-18_cifar100_adam-mini_256 - train/loss","ResNet-18_cifar100_adam-mini_256 - train/loss__MIN","ResNet-18_cifar100_adam-mini_256 - train/loss__MAX","ResNet-18_cifar100_sgd_256 - train/loss","ResNet-18_cifar100_sgd_256 - train/loss__MIN","ResNet-18_cifar100_sgd_256 - train/loss__MAX","ResNet-18_cifar100_adam_256 - train/loss","ResNet-18_cifar100_adam_256 - train/loss__MIN","ResNet-18_cifar100_adam_256 - train/loss__MAX"
"10","0.9160724479675293","0.9160724479675293","0.9160724479675293","1.2806347885131837","1.2806347885131837","1.2806347885131837","1.243620361328125","1.243620361328125","1.243620361328125","1.291773694229126","1.291773694229126","1.291773694229126","1.3294542238235474","1.3294542238235474","1.3294542238235474","1.24637525806427","1.24637525806427","1.24637525806427"
"11","0.81326240234375","0.81326240234375","0.81326240234375","1.167610389137268","1.167610389137268","1.167610389137268","1.1369757097244262","1.1369757097244262","1.1369757097244262","1.2065389617919922","1.2065389617919922","1.2065389617919922","1.2381392555236816","1.2381392555236816","1.2381392555236816","1.1561637557983397","1.1561637557983397","1.1561637557983397"
"12","0.710566847038269","0.710566847038269","0.710566847038269","1.0848081530570983","1.0848081530570983","1.0848081530570983","1.0545918117523194","1.0545918117523194","1.0545918117523194","1.1069747499465943","1.1069747499465943","1.1069747499465943","1.1482862243652343","1.1482862243652343","1.1482862243652343","1.0619513027191163","1.0619513027191163","1.0619513027191163"
"13","0.6258652570724488","0.6258652570724488","0.6258652570724488","1.0004411856651305","1.0004411856651305","1.0004411856651305","0.9623824524879455","0.9623824524879455","0.9623824524879455","1.031608289527893","1.031608289527893","1.031608289527893","1.0704285762786865","1.0704285762786865","1.0704285762786865","0.9783051293373108","0.9783051293373108","0.9783051293373108"
"14","0.5568893306732178","0.5568893306732178","0.5568893306732178","0.92363187084198","0.92363187084198","0.92363187084198","0.8978091400146484","0.8978091400146484","0.8978091400146484","0.9566124473571778","0.9566124473571778","0.9566124473571778","1.0088024433135987","1.0088024433135987","1.0088024433135987","0.8969604793548585","0.8969604793548585","0.8969604793548585"
"15","0.4929030502319336","0.4929030502319336","0.4929030502319336","0.8495698488235474","0.8495698488235474","0.8495698488235474","0.8303992289543152","0.8303992289543152","0.8303992289543152","0.8852595106124878","0.8852595106124878","0.8852595106124878","0.9528154821395874","0.9528154821395874","0.9528154821395874","0.829528384399414","0.829528384399414","0.829528384399414"
"16","0.4350724292755127","0.4350724292755127","0.4350724292755127","0.8001417428970337","0.8001417428970337","0.8001417428970337","0.7656325477600098","0.7656325477600098","0.7656325477600098","0.8186138814926147","0.8186138814926147","0.8186138814926147","0.8881478416442871","0.8881478416442871","0.8881478416442871","0.7703903522491455","0.7703903522491455","0.7703903522491455"
"17","0.3894928520202637","0.3894928520202637","0.3894928520202637","0.7083929856300354","0.7083929856300354","0.7083929856300354","0.7025199204444885","0.7025199204444885","0.7025199204444885","0.7610083843231201","0.7610083843231201","0.7610083843231201","0.8334574785232544","0.8334574785232544","0.8334574785232544","0.7160196632385254","0.7160196632385254","0.7160196632385254"
"18","0.35607952194213865","0.35607952194213865","0.35607952194213865","0.6494996603012085","0.6494996603012085","0.6494996603012085","0.6407638252258301","0.6407638252258301","0.6407638252258301","0.7034342172622681","0.7034342172622681","0.7034342172622681","0.7812725799560547","0.7812725799560547","0.7812725799560547","0.6458000500679016","0.6458000500679016","0.6458000500679016"
"19","0.3294633645057678","0.3294633645057678","0.3294633645057678","0.6030894735336304","0.6030894735336304","0.6030894735336304","0.586365505027771","0.586365505027771","0.586365505027771","0.6400790416717529","0.6400790416717529","0.6400790416717529","0.7424983764648437","0.7424983764648437","0.7424983764648437","0.5783809513092041","0.5783809513092041","0.5783809513092041"
"20","0.3037784529685974","0.3037784529685974","0.3037784529685974","0.5423539398193359","0.5423539398193359","0.5423539398193359","0.5356616786956787","0.5356616786956787","0.5356616786956787","0.5710279514312744","0.5710279514312744","0.5710279514312744","0.6954874286651611","0.6954874286651611","0.6954874286651611","0.5475024967193604","0.5475024967193604","0.5475024967193604"
"21","0.27532777366638184","0.27532777366638184","0.27532777366638184","0.5018468797683716","0.5018468797683716","0.5018468797683716","0.4915089720726013","0.4915089720726013","0.4915089720726013","0.5437963537216186","0.5437963537216186","0.5437963537216186","0.6554989263534546","0.6554989263534546","0.6554989263534546","0.4779092782974243","0.4779092782974243","0.4779092782974243"
"22","0.2562541128158569","0.2562541128158569","0.2562541128158569","0.4539114767074585","0.4539114767074585","0.4539114767074585","0.4409733856201172","0.4409733856201172","0.4409733856201172","0.48689409227371216","0.48689409227371216","0.48689409227371216","0.6218563064575195","0.6218563064575195","0.6218563064575195","0.4464590180397034","0.4464590180397034","0.4464590180397034"
"23","0.24041296644210816","0.24041296644210816","0.24041296644210816","0.4046262981414795","0.4046262981414795","0.4046262981414795","0.40691484665870664","0.40691484665870664","0.40691484665870664","0.4399218776226044","0.4399218776226044","0.4399218776226044","0.5779621160507202","0.5779621160507202","0.5779621160507202","0.4019923334121704","0.4019923334121704","0.4019923334121704"
"24","0.22427951364517212","0.22427951364517212","0.22427951364517212","0.36668832569122317","0.36668832569122317","0.36668832569122317","0.36754068975448606","0.36754068975448606","0.36754068975448606","0.4192435707092285","0.4192435707092285","0.4192435707092285","0.5506564638137817","0.5506564638137817","0.5506564638137817","0.3730209591627121","0.3730209591627121","0.3730209591627121"
"25","0.2134056631565094","0.2134056631565094","0.2134056631565094","0.338967954826355","0.338967954826355","0.338967954826355","0.3323915446281433","0.3323915446281433","0.3323915446281433","0.3742890172958374","0.3742890172958374","0.3742890172958374","0.5273494476318359","0.5273494476318359","0.5273494476318359","0.32297297315597534","0.32297297315597534","0.32297297315597534"
"26","0.20703752586841584","0.20703752586841584","0.20703752586841584","0.30272756953239444","0.30272756953239444","0.30272756953239444","0.3018353939056396","0.3018353939056396","0.3018353939056396","0.3445778257369995","0.3445778257369995","0.3445778257369995","0.5035129417419434","0.5035129417419434","0.5035129417419434","0.3123632782936096","0.3123632782936096","0.3123632782936096"
"27","0.1906828362464905","0.1906828362464905","0.1906828362464905","0.287791045665741","0.287791045665741","0.287791045665741","0.26550415515899656","0.26550415515899656","0.26550415515899656","0.3065161554813385","0.3065161554813385","0.3065161554813385","0.4715395938873291","0.4715395938873291","0.4715395938873291","0.27256026268005373","0.27256026268005373","0.27256026268005373"
"28","0.18623463187217712","0.18623463187217712","0.18623463187217712","0.2521282029390335","0.2521282029390335","0.2521282029390335","0.24590909852981568","0.24590909852981568","0.24590909852981568","0.2780387788772583","0.2780387788772583","0.2780387788772583","0.45454453325271604","0.45454453325271604","0.45454453325271604","0.2582983132362366","0.2582983132362366","0.2582983132362366"
"29","0.17465508346557618","0.17465508346557618","0.17465508346557618","0.24776220614910124","0.24776220614910124","0.24776220614910124","0.22413972420692443","0.22413972420692443","0.22413972420692443","0.26757956414222717","0.26757956414222717","0.26757956414222717","0.4340641776561737","0.4340641776561737","0.4340641776561737","0.2497877944946289","0.2497877944946289","0.2497877944946289"
"30","0.17016573147773742","0.17016573147773742","0.17016573147773742","0.221920791721344","0.221920791721344","0.221920791721344","0.22033632304668427","0.22033632304668427","0.22033632304668427","0.2371054268360138","0.2371054268360138","0.2371054268360138","0.4187633337020874","0.4187633337020874","0.4187633337020874","0.22252579650878906","0.22252579650878906","0.22252579650878906"
"31","0.16237194170951844","0.16237194170951844","0.16237194170951844","0.21129426419734954","0.21129426419734954","0.21129426419734954","0.20341133489608765","0.20341133489608765","0.20341133489608765","0.22307244601249696","0.22307244601249696","0.22307244601249696","0.39357127914428713","0.39357127914428713","0.39357127914428713","0.20010379161834715","0.20010379161834715","0.20010379161834715"
"32","","","","0.1906437553882599","0.1906437553882599","0.1906437553882599","0.20029950909614563","0.20029950909614563","0.20029950909614563","0.22717646903991698","0.22717646903991698","0.22717646903991698","0.38585326590538027","0.38585326590538027","0.38585326590538027","0.18067806797027589","0.18067806797027589","0.18067806797027589"
"33","","","","0.18095667843818664","0.18095667843818664","0.18095667843818664","0.18693758261203766","0.18693758261203766","0.18693758261203766","0.20643627531528472","0.20643627531528472","0.20643627531528472","0.36625926065444947","0.36625926065444947","0.36625926065444947","0.18186906876564027","0.18186906876564027","0.18186906876564027"
"34","","","","0.17470853676795958","0.17470853676795958","0.17470853676795958","0.18007198038101196","0.18007198038101196","0.18007198038101196","0.19060486974716187","0.19060486974716187","0.19060486974716187","0.3523175621032715","0.3523175621032715","0.3523175621032715","0.15709517011642457","0.15709517011642457","0.15709517011642457"
"35","","","","0.14641937096118926","0.14641937096118926","0.14641937096118926","0.1584299150466919","0.1584299150466919","0.1584299150466919","0.17305831384658812","0.17305831384658812","0.17305831384658812","0.34949974684715274","0.34949974684715274","0.34949974684715274","0.1697333854198456","0.1697333854198456","0.1697333854198456"
"36","","","","0.15018514132499694","0.15018514132499694","0.15018514132499694","0.15912079751491548","0.15912079751491548","0.15912079751491548","0.1746142783164978","0.1746142783164978","0.1746142783164978","0.3268418342590332","0.3268418342590332","0.3268418342590332","0.1482948171377182","0.1482948171377182","0.1482948171377182"
"37","","","","0.1354890990257263","0.1354890990257263","0.1354890990257263","0.13475241508483887","0.13475241508483887","0.13475241508483887","0.16752700266838075","0.16752700266838075","0.16752700266838075","0.3419019863128662","0.3419019863128662","0.3419019863128662","0.14482188522815703","0.14482188522815703","0.14482188522815703"
"38","","","","0.13813368916511537","0.13813368916511537","0.13813368916511537","0.13852075595855712","0.13852075595855712","0.13852075595855712","0.1588863305091858","0.1588863305091858","0.1588863305091858","0.315393120098114","0.315393120098114","0.315393120098114","","",""
"39","","","","0.1283307689189911","0.1283307689189911","0.1283307689189911","0.1308128481864929","0.1308128481864929","0.1308128481864929","0.14087114930152894","0.14087114930152894","0.14087114930152894","0.29298416109085085","0.29298416109085085","0.29298416109085085","","",""
"40","","","","0.1290487295627594","0.1290487295627594","0.1290487295627594","","","","","","","0.30738339109420776","0.30738339109420776","0.30738339109420776","","",""
"41","","","","0.11219805839061738","0.11219805839061738","0.11219805839061738","","","","","","","0.2985592009544373","0.2985592009544373","0.2985592009544373","","",""
"42","","","","0.1199812509059906","0.1199812509059906","0.1199812509059906","","","","","","","0.28350177941322324","0.28350177941322324","0.28350177941322324","","",""
"43","","","","0.11663476359844208","0.11663476359844208","0.11663476359844208","","","","","","","0.2646086710929871","0.2646086710929871","0.2646086710929871","","",""
"44","","","","0.10764413373470307","0.10764413373470307","0.10764413373470307","","","","","","","0.27410845909118653","0.27410845909118653","0.27410845909118653","","",""
"45","","","","0.097190689432621","0.097190689432621","0.097190689432621","","","","","","","0.25825238370895387","0.25825238370895387","0.25825238370895387","","",""
"46","","","","0.0964377203822136","0.0964377203822136","0.0964377203822136","","","","","","","0.2445268102645874","0.2445268102645874","0.2445268102645874","","",""
"47","","","","","","","","","","","","","0.2622752054214478","0.2622752054214478","0.2622752054214478","","",""
"48","","","","","","","","","","","","","0.24766851654052735","0.24766851654052735","0.24766851654052735","","",""
"49","","","","","","","","","","","","","0.2357568651676178","0.2357568651676178","0.2357568651676178","","",""
"50","","","","","","","","","","","","","0.23131069486141204","0.23131069486141204","0.23131069486141204","","",""
