"Step","ResNet-18_cifar10_lion_256 - train/loss","ResNet-18_cifar10_lion_256 - train/loss__MIN","ResNet-18_cifar10_lion_256 - train/loss__MAX","ResNet-18_cifar10_adafactor_256 - train/loss","ResNet-18_cifar10_adafactor_256 - train/loss__MIN","ResNet-18_cifar10_adafactor_256 - train/loss__MAX","ResNet-18_cifar10_adamw_256 - train/loss","ResNet-18_cifar10_adamw_256 - train/loss__MIN","ResNet-18_cifar10_adamw_256 - train/loss__MAX","ResNet-18_cifar10_adam-mini_256 - train/loss","ResNet-18_cifar10_adam-mini_256 - train/loss__MIN","ResNet-18_cifar10_adam-mini_256 - train/loss__MAX","ResNet-18_cifar10_sgd_256 - train/loss","ResNet-18_cifar10_sgd_256 - train/loss__MIN","ResNet-18_cifar10_sgd_256 - train/loss__MAX","ResNet-18_cifar10_adam_256 - train/loss","ResNet-18_cifar10_adam_256 - train/loss__MIN","ResNet-18_cifar10_adam_256 - train/loss__MAX"
"45","","","","0.04951862892210484","0.04951862892210484","0.04951862892210484","0.06271836248636246","0.06271836248636246","0.06271836248636246","","","","0.12557259389162065","0.12557259389162065","0.12557259389162065","","",""
"46","","","","0.04901555034220219","0.04901555034220219","0.04901555034220219","0.05900815197229385","0.05900815197229385","0.05900815197229385","","","","0.11910018560886383","0.11910018560886383","0.11910018560886383","","",""
"47","","","","0.04360325600504875","0.04360325600504875","0.04360325600504875","0.06305194325447082","0.06305194325447082","0.06305194325447082","","","","0.11568212887048722","0.11568212887048722","0.11568212887048722","","",""
"48","","","","","","","0.05556379172205925","0.05556379172205925","0.05556379172205925","","","","0.1133604850411415","0.1133604850411415","0.1133604850411415","","",""
"49","","","","","","","","","","","","","0.11434981048107147","0.11434981048107147","0.11434981048107147","","",""
"50","","","","","","","","","","","","","0.11385638918876648","0.11385638918876648","0.11385638918876648","","",""
"51","","","","","","","","","","","","","0.1161748784661293","0.1161748784661293","0.1161748784661293","","",""
"52","","","","","","","","","","","","","0.10705771827697753","0.10705771827697753","0.10705771827697753","","",""
"53","","","","","","","","","","","","","0.11516000683307648","0.11516000683307648","0.11516000683307648","","",""
"54","","","","","","","","","","","","","0.11079469021558762","0.11079469021558762","0.11079469021558762","","",""
"55","","","","","","","","","","","","","0.10379897041320801","0.10379897041320801","0.10379897041320801","","",""
"56","","","","","","","","","","","","","0.1027055153131485","0.1027055153131485","0.1027055153131485","","",""
